Genotype,KC,TKW,AKW,Note,RIL
Z013E0288@,68.30596595,15.27955393,0.232613422,RIL,Z013E0288
Z013E0289@,127.902983,37.58227697,0.29373671,RIL,Z013E0289
Z013E0290@,138.3059659,26.31955393,0.18898439,RIL,Z013E0290
Z013E0291@,40.69403405,11.00044607,0.249477487,RIL,Z013E0291
Z013E0292@,118.3059659,27.41455393,0.237413769,RIL,Z013E0292
Z013E0308@,73.30596595,22.28955393,0.331511727,RIL,Z013E0308
Z013E0311@,190.3607007,68.89711273,0.351474768,RIL,Z013E0311
Z013E0319@,144.3059659,33.59955393,0.237297257,RIL,Z013E0319
Z013E0323@,130.3059659,26.44955393,0.203303077,RIL,Z013E0323
Z014E0005@,215.6940341,80.12044607,0.365559194,RIL,Z014E0005
Z014E0012@,140.847017,33.12522303,0.241754319,RIL,Z014E0012
Z014E0017@,98.80596595,26.84455393,0.283187766,RIL,Z014E0017
Z014E0021@,168.3607007,43.00044607,0.256168262,RIL,Z014E0021
Z014E0052@,113.6940341,40.2337794,0.337991076,RIL,Z014E0052
Z014E0075@,141.597017,51.85022303,0.354651326,RIL,Z014E0075
Z014E0084@,380.347017,85.97272303,0.228080694,RIL,Z014E0084
Z014E0098@,193.3059659,64.06955393,0.341077109,RIL,Z014E0098
Z014E0099@,179.564678,61.77348202,0.34371667,RIL,Z014E0099
Z014E0144@,107.3059659,36.73955393,0.364817723,RIL,Z014E0144
Z014E0146@,233.8333333,64.01666667,0.26932623,RIL,Z014E0146
Z014E0162@,417.3607007,92.19044607,0.226600855,RIL,Z014E0162
Z014E0166@,321.564678,89.97014869,0.280601499,RIL,Z014E0166
Z014E0167@,177.847017,58.61772303,0.329218882,RIL,Z014E0167
Z014E0168@,227.2611932,76.36791079,0.329151336,RIL,Z014E0168
Z014E0197@,123.564678,41.61014869,0.343978684,RIL,Z014E0197
Z015E0013@,193.1940341,60.29544607,0.307780247,RIL,Z015E0013
Z015E0019@,255.8980114,69.02014869,0.273615936,RIL,Z015E0019
Z015E0022@,332.847017,81.51772303,0.247463499,RIL,Z015E0022
Z015E0023@,98.30596595,31.24955393,0.338803898,RIL,Z015E0023
Z015E0026@,133.597017,43.84522303,0.313935675,RIL,Z015E0026
Z015E0029@,339.5388068,110.2660892,0.329343545,RIL,Z015E0029
Z015E0036@,109.2313447,40.87348202,0.354044557,RIL,Z015E0036
Z015E0038@,41.69403405,5.890446067,0.153815149,RIL,Z015E0038
Z015E0041@,59.19403405,12.63044607,0.211261438,RIL,Z015E0041
Z015E0042@,322.564678,90.71348202,0.279105999,RIL,Z015E0042
Z015E0059@,165.6940341,63.77544607,0.37803843,RIL,Z015E0059
Z015E0063@,73.30596595,18.91955393,0.274393083,RIL,Z015E0063
Z015E0071@,63.5,14.68,0.232987288,RIL,Z015E0071
Z015E0074@,127,41.865,0.344190253,RIL,Z015E0074
Z015E0080@,363.9388068,101.4720892,0.2798663,RIL,Z015E0080
Z015E0084@,211.8059659,73.32455393,0.355380431,RIL,Z015E0084
Z015E0102@,286.6940341,105.7304461,0.362253688,RIL,Z015E0102
Z015E0105@,202.3388068,47.45408921,0.247511329,RIL,Z015E0105
Z015E0123@,149.8611932,43.68391079,0.285950962,RIL,Z015E0123
Z015E0127@,83.63929928,24.58288727,0.316000744,RIL,Z015E0127
Z015E0135@,318.0273674,101.6404461,0.315820192,RIL,Z015E0135
Z015E0142@,105.3059659,33.53955393,0.337723312,RIL,Z015E0142
Z015E0148@,328.0273674,108.4137794,0.331831666,RIL,Z015E0148
Z015E0155@,146.597017,58.86022303,0.391560362,RIL,Z015E0155
Z015E0160@,181.3059659,60.10455393,0.341714412,RIL,Z015E0160
Z015E0163@,98.65298297,33.41227697,0.347651441,RIL,Z015E0163
Z015E0236@,78.30596595,21.51955393,0.293394672,RIL,Z015E0236
Z016E0002@,240.5388068,67.27808921,0.281362108,RIL,Z016E0002
Z016E0019@,263.6666667,77.25833333,0.29285156,RIL,Z016E0019
Z016E0021@,206.9726326,69.5162206,0.346132904,RIL,Z016E0021
Z016E0027@,234.3607007,77.50711273,0.325694519,RIL,Z016E0027
Z016E0028@,242.097017,61.73522303,0.271225229,RIL,Z016E0028
Z016E0030@,400.3388068,86.13608921,0.218317877,RIL,Z016E0030
Z016E0047@,200.6611932,48.05391079,0.25238051,RIL,Z016E0047
Z016E0058@,296.5,86.59333333,0.295543412,RIL,Z016E0058
Z016E0063@,446.6666667,86.64166667,0.192660291,RIL,Z016E0063
Z016E0065@,298.8333333,76.155,0.264024429,RIL,Z016E0065
Z016E0077@,324.8611932,87.42991079,0.27645902,RIL,Z016E0077
Z016E0079@,287.3059659,77.87288727,0.275808293,RIL,Z016E0079
Z016E0080@,379.3333333,91.90166667,0.24372652,RIL,Z016E0080
Z016E0081@,375.9388068,84.77608921,0.22650632,RIL,Z016E0081
Z016E0084@,221.902983,56.87477697,0.257736321,RIL,Z016E0084
Z016E0103@,254,68.56,0.269438342,RIL,Z016E0103
Z016E0112@,303.2611932,66.40791079,0.217873627,RIL,Z016E0112
Z016E0115@,155.5,52.77,0.341618448,RIL,Z016E0115
Z016E0117@,383.0273674,66.93711273,0.177258212,RIL,Z016E0117
Z016E0118@,282.0611932,77.21391079,0.290770106,RIL,Z016E0118
Z016E0119@,315.5388068,89.46608921,0.283994384,RIL,Z016E0119
Z016E0121@,342.1019886,96.75985131,0.291843869,RIL,Z016E0121
Z016E0122@,437.3607007,126.2071127,0.283189753,RIL,Z016E0122
Z016E0128@,166.7686553,40.47985131,0.257062354,RIL,Z016E0128
Z016E0132@,312.6666667,71.97,0.227501324,RIL,Z016E0132
Z016E0133@,280.3388068,88.40608921,0.31460065,RIL,Z016E0133
Z016E0134@,69.23134468,21.27348202,0.304026128,RIL,Z016E0134
Z016E0135@,341.347017,82.40272303,0.241293259,RIL,Z016E0135
Z016E0136@,421.8333333,95.975,0.228998382,RIL,Z016E0136
Z016E0137@,187,50.33333333,0.267192537,RIL,Z016E0137
Z016E0138@,395.847017,96.35272303,0.251083152,RIL,Z016E0138
Z016E0143@,194.9388068,58.53608921,0.297608698,RIL,Z016E0143
Z016E0144@,327.1666667,84.57833333,0.264553418,RIL,Z016E0144
Z016E0149@,238.402983,73.65727697,0.312164384,RIL,Z016E0149
Z016E0150@,349.6666667,74.51333333,0.238549716,RIL,Z016E0150
Z016E0153@,214.3059659,54.10455393,0.255815586,RIL,Z016E0153
Z016E0157@,291.347017,78.31772303,0.281961019,RIL,Z016E0157
Z016E0160@,222.3388068,54.84608921,0.254501049,RIL,Z016E0160
Z016E0161@,242.6666667,52.875,0.221698626,RIL,Z016E0161
Z016E0162@,323.097017,77.20022303,0.234722297,RIL,Z016E0162
Z016E0194@,104.0611932,30.21991079,0.288477656,RIL,Z016E0194
Z016E0198@,113.3059659,28.78955393,0.261471473,RIL,Z016E0198
Z016E0220@,125.6392993,35.0162206,0.298535977,RIL,Z016E0220
Z016E0251@,128.435322,37.14318464,0.292602587,RIL,Z016E0251
Z018E0027@,378.6666667,90.44333333,0.250436531,RIL,Z018E0027
Z018E0030@,224.5,55.75333333,0.251878384,RIL,Z018E0030
Z018E0032@,217.0611932,36.93591079,0.168352542,RIL,Z018E0032
Z018E0039@,64.30596595,11.47955393,0.175413422,RIL,Z018E0039
Z018E0042@,195.3333333,59.47333333,0.298269739,RIL,Z018E0042
Z018E0049@,330.0611932,87.80191079,0.265085327,RIL,Z018E0049
Z018E0053@,203.902983,55.91977697,0.270599986,RIL,Z018E0053
Z018E0061@,67.30596595,14.96955393,0.231198328,RIL,Z018E0061
Z018E0077@,175.6666667,56.53833333,0.32195621,RIL,Z018E0077
Z018E0078@,92.30596595,20.7862206,0.242543722,RIL,Z018E0078
Z018E0096@,120.7686553,31.99651798,0.256536821,RIL,Z018E0096
Z018E0114@,151.8059659,25.26455393,0.176143282,RIL,Z018E0114
Z018E0121@,88.69403405,34.09044607,0.358503083,RIL,Z018E0121
Z018E0122@,285.0273674,95.0037794,0.329323899,RIL,Z018E0122
Z018E0130@,134.847017,28.65272303,0.201017703,RIL,Z018E0130
Z018E0138@,219.3333333,54.895,0.264375424,RIL,Z018E0138
Z018E0139@,170.6940341,47.68044607,0.268920732,RIL,Z018E0139
Z018E0141@,195.3059659,56.68955393,0.29650845,RIL,Z018E0141
Z018E0148@,217.1666667,47.53166667,0.224400629,RIL,Z018E0148
Z018E0150@,194,54.695,0.280677529,RIL,Z018E0150
Z018E0158@,187.5,52.63666667,0.267444557,RIL,Z018E0158
Z018E0160@,136.3059659,42.48955393,0.294079285,RIL,Z018E0160
Z018E0163@,314.597017,74.96522303,0.239251243,RIL,Z018E0163
Z018E0164@,175,46.85166667,0.27735029,RIL,Z018E0164
Z018E0171@,247.5,68.24833333,0.278631156,RIL,Z018E0171
Z018E0172@,143.097017,46.06772303,0.30236431,RIL,Z018E0172
Z018E0173@,322.5,81.85333333,0.252097522,RIL,Z018E0173
Z018E0177@,142.152983,53.32227697,0.383557322,RIL,Z018E0177
Z018E0179@,233.8611932,59.40591079,0.256568358,RIL,Z018E0179
Z019E0004@,254.0273674,71.94711273,0.279637347,RIL,Z019E0004
Z019E0006@,386.0273674,80.65711273,0.215911188,RIL,Z019E0006
Z019E0011@,243.564678,59.53681536,0.249788478,RIL,Z019E0011
Z019E0069@,342.3333333,91.65333333,0.270007626,RIL,Z019E0069
Z019E0111@,355.3607007,82.35044607,0.232803721,RIL,Z019E0111
Z019E0119@,224.6611932,74.57191079,0.331012461,RIL,Z019E0119
Z019E0124@,316,71.41166667,0.236033414,RIL,Z019E0124
Z019E0125@,386.0611932,101.0879108,0.262943906,RIL,Z019E0125
Z019E0138@,271.6666667,69.61333333,0.267179628,RIL,Z019E0138
Z019E0170@,208.6666667,48.74166667,0.236250427,RIL,Z019E0170
Z019E0177@,329.3333333,48.23,0.145648708,RIL,Z019E0177
Z019E0178@,306.3607007,80.7637794,0.263829175,RIL,Z019E0178
Z019E0194@,187.6940341,35.55044607,0.191198459,RIL,Z019E0194
Z019E0226@,440.8333333,69.02833333,0.156309385,RIL,Z019E0226
Z020E0009@,81.30596595,19.95955393,0.256867153,RIL,Z020E0009
Z020E0012@,139.6940341,34.42044607,0.242711253,RIL,Z020E0012
Z020E0015@,126.3059659,27.92455393,0.227250694,RIL,Z020E0015
Z020E0019@,332.152983,74.48477697,0.231038427,RIL,Z020E0019
Z020E0025@,225.5,55.905,0.251447894,RIL,Z020E0025
Z020E0027@,146.152983,28.69227697,0.198617927,RIL,Z020E0027
Z020E0029@,138.5,35.8425,0.256798303,RIL,Z020E0029
Z020E0032@,186.1388068,43.41608921,0.236446912,RIL,Z020E0032
Z020E0034@,211.5388068,56.35008921,0.264223873,RIL,Z020E0034
Z020E0038@,241.5388068,56.01408921,0.246887949,RIL,Z020E0038
Z020E0041@,177.8980114,48.17681536,0.260945653,RIL,Z020E0041
Z020E0043@,196.6611932,36.03391079,0.191224556,RIL,Z020E0043
Z020E0047@,126.7388068,35.25808921,0.27183849,RIL,Z020E0047
Z020E0049@,95.73880681,33.04408921,0.336165294,RIL,Z020E0049
Z020E0050@,100.435322,28.07318464,0.282713981,RIL,Z020E0050
Z020E0056@,140.6940341,29.21044607,0.207547868,RIL,Z020E0056
Z020E0057@,356.9726326,56.49955393,0.159486499,RIL,Z020E0057
Z020E0059@,255.1666667,55.03833333,0.217552886,RIL,Z020E0059
Z020E0062@,184,41.86333333,0.223679846,RIL,Z020E0062
Z020E0066@,267.5,68.37333333,0.256659536,RIL,Z020E0066
Z020E0069@,81.43532198,22.61318464,0.282915449,RIL,Z020E0069
Z020E0075@,231.652983,62.88477697,0.273816625,RIL,Z020E0075
Z020E0090@,183.2611932,45.70991079,0.252195902,RIL,Z020E0090
Z020E0099@,309,74.94,0.245166676,RIL,Z020E0099
Z020E0103@,216.402983,59.31477697,0.275045994,RIL,Z020E0103
Z020E0106@,272.3333333,44.92166667,0.183521864,RIL,Z020E0106
Z020E0117@,183.2611932,51.02191079,0.284876237,RIL,Z020E0117
Z020E0120@,262.75,59.625,0.226518872,RIL,Z020E0120
Z020E0122@,169.5388068,49.57608921,0.278578111,RIL,Z020E0122
Z020E0152@,215.3333333,47.08166667,0.255496205,RIL,Z020E0152
Z020E0155@,308.6666667,50.34333333,0.164826812,RIL,Z020E0155
Z020E0159@,241,64.81,0.278439753,RIL,Z020E0159
Z021E0025@,256.6940341,62.48044607,0.242497279,RIL,Z021E0025
Z021E0028@,256.1666667,53.55166667,0.213159376,RIL,Z021E0028
Z021E0034@,204.3059659,11.74955393,0.045823948,RIL,Z021E0034
Z021E0040@,216.6666667,54.71666667,0.26386308,RIL,Z021E0040
Z021E0050@,212.0273674,60.23711273,0.28248601,RIL,Z021E0050
Z021E0051@,281.347017,62.32022303,0.222352194,RIL,Z021E0051
Z021E0052@,243,64.645,0.266258655,RIL,Z021E0052
Z021E0053@,235.1388068,70.12008921,0.299940734,RIL,Z021E0053
Z021E0054@,57.69403405,17.50044607,0.281414356,RIL,Z021E0054
Z021E0057@,182.5,50.23833333,0.275145233,RIL,Z021E0057
Z021E0061@,352.3388068,89.18208921,0.25315422,RIL,Z021E0061
Z021E0066@,212.1666667,60.115,0.287331864,RIL,Z021E0066
Z021E0082@,272.847017,74.96272303,0.275575179,RIL,Z021E0082
Z021E0088@,190.3607007,62.02711273,0.319652143,RIL,Z021E0088
Z021E0090@,250.847017,55.88272303,0.230939061,RIL,Z021E0090
Z021E0096@,128.2313447,39.93014869,0.304537046,RIL,Z021E0096
Z021E0130@,217,55.22666667,0.25568698,RIL,Z021E0130
Z021E0146@,237.3607007,74.6337794,0.309557539,RIL,Z021E0146
Z021E0147@,157.3059659,37.15955393,0.240002643,RIL,Z021E0147
Z021E0152@,266.097017,80.89022303,0.309780914,RIL,Z021E0152
Z021E0161@,204,53.28166667,0.282683962,RIL,Z021E0161
Z021E0169@,299.5,69.67,0.239199606,RIL,Z021E0169
Z021E0175@,206.3333333,47.23666667,0.230624683,RIL,Z021E0175
Z021E0178@,92.30596595,25.33955393,0.28907541,RIL,Z021E0178
Z021E0181@,405.2611932,114.6279108,0.283659029,RIL,Z021E0181
Z021E0182@,182.3388068,48.89608921,0.26786424,RIL,Z021E0182
Z021E0192@,255.847017,43.00022303,0.169649012,RIL,Z021E0192
Z021E0195@,263.3059659,82.80288727,0.320859563,RIL,Z021E0195
Z022E0003@,264.3333333,89.22,0.340174602,RIL,Z022E0003
Z022E0006@,300.5,74.42666667,0.251304675,RIL,Z022E0006
Z022E0007@,319,65.9175,0.210221889,RIL,Z022E0007
Z022E0012@,195.2611932,56.74991079,0.295649334,RIL,Z022E0012
Z022E0016@,227.1940341,39.94044607,0.193021135,RIL,Z022E0016
Z022E0115@,317.1388068,72.24808921,0.228037765,RIL,Z022E0115
Z023E0017@,297.6666667,74.495,0.250576728,RIL,Z023E0017
Z023E0044@,168.3059659,44.02955393,0.266704331,RIL,Z023E0044
Z023E0056@,239.6940341,49.77044607,0.205878026,RIL,Z023E0056
Z023E0085@,104.847017,33.29022303,0.300535838,RIL,Z023E0085
Z024E0004@,204.3059659,58.80955393,0.293508159,RIL,Z024E0004
Z024E0008@,223.5,46.66833333,0.214618469,RIL,Z024E0008
Z024E0009@,278.3059659,62.45955393,0.224393725,RIL,Z024E0009
Z024E0017@,114.8059659,21.98955393,0.188160337,RIL,Z024E0017
Z024E0033@,127.6611932,34.16591079,0.273734925,RIL,Z024E0033
Z024E0044@,75.69403405,19.97044607,0.253053245,RIL,Z024E0044
Z024E0058@,89.69403405,32.12044607,0.336136578,RIL,Z024E0058
Z024E0083@,241.3059659,60.41455393,0.248736895,RIL,Z024E0083
Z024E0118@,180.6611932,44.35191079,0.257466173,RIL,Z024E0118
Z024E0120@,152.5,34.56833333,0.245631235,RIL,Z024E0120
Z024E0152@,292.1666667,66.52333333,0.233748864,RIL,Z024E0152
Z024E0158@,138.7686553,29.50651798,0.21456875,RIL,Z024E0158
Z024E0195@,73.30596595,16.31955393,0.230325286,RIL,Z024E0195
Z024E0203@,211.652983,42.08477697,0.20697931,RIL,Z024E0203
Z025E0055@,148.5,47.87166667,0.338655693,RIL,Z025E0055
Z025E0106@,92.69403405,29.35044607,0.297401053,RIL,Z025E0106
Z025E0140@,156.9726326,48.4362206,0.328244035,RIL,Z025E0140
Z025E0181@,204.6392993,76.59955393,0.38191118,RIL,Z025E0181
Z025E0181@,212.6940341,63.68044607,0.342703984,RIL,Z025E0181
Z025E0187@,283.9726326,90.73288727,0.328638636,RIL,Z025E0187
Z025E0187@,250.6940341,83.23544607,0.3255975,RIL,Z025E0187
Z025E0195@,65.75,22.5475,0.348682955,RIL,Z025E0195
Z025E0196@,148.3059659,57.82955393,0.409852228,RIL,Z025E0196
Z025E0196@,396.6940341,146.0537794,0.360157752,RIL,Z025E0196
Z025E0198@,335.9726326,86.94288727,0.251856558,RIL,Z025E0198
Z025E0198@,300.6940341,61.66711273,0.206566624,RIL,Z025E0198
Z025E0218@,107.4611932,37.22991079,0.350651163,RIL,Z025E0218
Z025E0238@,302.597017,46.43022303,0.176515345,RIL,Z025E0238
Z026E0006@,104,17.5725,0.172048257,RIL,Z026E0006
Z026E0010@,119.3059659,31.29955393,0.271777058,RIL,Z026E0010
Z026E0013@,175.25,54.3425,0.310446255,RIL,Z026E0013
Z026E0020@,106.597017,24.45272303,0.222394804,RIL,Z026E0020
Z026E0022@,103.564678,13.99681536,0.139452903,RIL,Z026E0022
Z026E0034@,183.097017,47.00022303,0.258111829,RIL,Z026E0034
Z026E0035@,83.36070072,24.08044607,0.269121762,RIL,Z026E0035
Z026E0041@,349.7388068,96.41808921,0.283783955,RIL,Z026E0041
Z026E0053@,170.1388068,36.27408921,0.21361997,RIL,Z026E0053
Z026E0054@,128.3059659,31.12955393,0.247964299,RIL,Z026E0054
Z026E0061@,247.9726326,80.7262206,0.333209007,RIL,Z026E0061
Z026E0068@,216.1666667,58.28166667,0.266822749,RIL,Z026E0068
Z026E0077@,211.5,63.925,0.285032835,RIL,Z026E0077
Z026E0080@,137.5388068,30.26008921,0.225665533,RIL,Z026E0080
Z026E0085@,235.347017,54.15522303,0.222434549,RIL,Z026E0085
Z026E0088@,109.3059659,20.11955393,0.182139738,RIL,Z026E0088
Z026E0100@,137.25,36.4825,0.263059794,RIL,Z026E0100
Z026E0123@,145.097017,35.38772303,0.230888535,RIL,Z026E0123
Z026E0126@,165.3333333,32.31833333,0.201694983,RIL,Z026E0126
Z026E0141@,135.3059659,37.30955393,0.280074359,RIL,Z026E0141
Z026E0149@,245.652983,53.86227697,0.215547612,RIL,Z026E0149
Z026E0152@,148.1388068,43.95208921,0.283454795,RIL,Z026E0152
Z026E0153@,192,51.31,0.255816123,RIL,Z026E0153
Z026E0156@,275.9388068,53.92408921,0.197200764,RIL,Z026E0156
Z026E0162@,153.7388068,37.25008921,0.236855416,RIL,Z026E0162
Z026E0165@,138,38.17,0.238679316,RIL,Z026E0165
Z026E0198@,290.6940341,65.97044607,0.229725045,RIL,Z026E0198
Z026E0199@,92.30596595,21.20955393,0.236331371,RIL,Z026E0199
