Phenotype Name,Evaluation Locality,Planting Date,Rep,Accession,Source,Plant Name,Plant ID,Phenotype Value
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC262,ESB,03N2047,4457,mean=17.3333333333333
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC264,ESB,03N2108,4458,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC292,ESB,03N2079,4459,mean=18
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC294,ESB,03N2214,4460,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC296,ESB,03N2134,4461,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC296A,ESB,03N2169,4462,mean=17.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC298,ESB,03N2159,4463,mean=15
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC300,ESB,03N2173,4464,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC302,ESB,03N2156,4465,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC304,ESB,03N2123,4466,mean=14.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC306,ESB,03N2167,4467,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC308,ESB,03N2107,4468,mean=14.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC310,ESB,03N2070,4469,mean=19.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC312,ESB,03N2194,4470,mean=16.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC314,ESB,03N2116,4471,mean=18
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC318,ESB,03N2152,4472,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC320,ESB,03N2264,4473,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC322,ESB,03N2228,4474,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC324,ESB,03N2175,4475,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC326,ESB,03N2227,4476,mean=20
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC328,ESB,03N2190,4477,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC33,ESB,03N2268,4478,mean=16.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC330,ESB,03N2229,4479,mean=18.6666666666667
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC334,ESB,03N2198,4481,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC336,ESB,03N2275,4482,mean=18
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC338,ESB,03N2154,4483,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC344,ESB,03N2279,4485,mean=16.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC346,ESB,03N2191,4486,mean=18
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC348,ESB,03N2133,4487,mean=15
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC350,ESB,03N2208,4488,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC352,ESB,03N2186,4489,mean=18
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC354,ESB,03N2283,4490,mean=17.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC356,ESB,03N2064,4491,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC358,ESB,03N2063,4492,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC360,ESB,03N2182,4493,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC362,ESB,03N2068,4494,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC364,ESB,03N2143,4495,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC366,ESB,03N2258,4496,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC368,ESB,03N2174,4497,mean=16.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xNC370,ESB,03N2251,4498,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xND246,ESB,03N2002,4500,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xOh40B,ESB,03N2233,4501,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xOh43E,ESB,03N2075,4502,mean=17.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xOh603,ESB,03N2237,4503,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xOh7B,ESB,03N2294,4504,mean=19.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xOs420,ESB,03N2039,4505,mean=17.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xP39,ESB,03N2049,4506,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xPa762,ESB,03N2105,4507,mean=17.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xPa875,ESB,03N2138,4508,mean=17
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xPa880,ESB,03N2092,4509,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xPa91,ESB,03N2284,4510,mean=18.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xQ6199,ESB,03N2265,4511,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xR168,ESB,03N2050,4512,mean=18
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xR177,ESB,03N2088,4513,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xR4,ESB,03N2125,4515,mean=18.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xSA24,ESB,03N2101,4516,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xSC357,ESB,03N2274,4517,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xSC55,ESB,03N2261,4518,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xSD44,ESB,03N2042,4519,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xSg1533,ESB,03N2006,4520,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xSg18,ESB,03N2019,4521,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xT232,ESB,03N2185,4522,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xT8,ESB,03N2226,4523,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xTx303,ESB,03N2213,4524,mean=16.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xTzi10,ESB,03N2244,4525,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xTzi11,ESB,03N2280,4526,mean=17.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xTzi16,ESB,03N2296,4527,mean=18.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xTzi18,ESB,03N2140,4528,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xTzi25,ESB,03N2295,4529,mean=18
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xTzi8,ESB,03N2218,4530,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xTzi9,ESB,03N2207,4531,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xU267Y,ESB,03N2267,4532,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xVa102,ESB,03N2168,4533,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xVa14,ESB,03N2192,4534,mean=18
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xVa35,ESB,03N2149,4535,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xVa59,ESB,03N2012,4536,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xVa99,ESB,03N2104,4537,mean=16.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xVaW6,ESB,03N2035,4538,mean=16.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xW117Ht,ESB,03N2048,4539,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xW153R,ESB,03N2005,4540,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xW182B,ESB,03N2018,4541,mean=18
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xW401,ESB,03N2029,4542,mean=15
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xW64A,ESB,03N2096,4543,mean=17
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xWD,ESB,03N2054,4544,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B73xYu796_NS,ESB,03N2103,4545,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B75,ISU,03N1105,4546,mean=15
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B76,ISU,03N1145,4074,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B77,ISU,03N1104,4075,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B79,ISU,03N1154,4076,mean=16.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B84,ISU,03N1185,4077,mean=15
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,B97,ISU,03N1066,4082,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CH701-30,AGCAN,03N1009,4278,mean=11.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CH9,NCRPIS,03N1146,4547,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI.7,NCRPIS,03N1217,4548,mean=15
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI187-2,ISU,03N1191,4271,mean=13
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI21E,ARS-MO,03N1226,4272,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI28A,NCRPIS,03N1101,4549,mean=11.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI31A,ISU,03N1257,4273,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI3A,NCRPIS,03N1106,4550,mean=17.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI44,NCRPIS,03N1201,4551,mean=17
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI64,ARS-MO,03N1212,4274,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI66,ARS-MO,03N1282,4275,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CI91B,NCRPIS,03N1080,4553,mean=13.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CM174,AGCAN,03N1024,4276,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CM37,AGCAN,03N1040,4277,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CM7,AGCAN,03N1014,4267,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML10,CIMMYT,03N1156,4268,mean=10
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML103,CIMMYT,03N1138,4269,mean=15.3333333333333
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML108,CIMMYT,03N1183,4270,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML11,CIMMYT,03N1275,4244,mean=9.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML154Q,CIMMYT,03N1171,4246,mean=17.3333333333333
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML157Q,CIMMYT,03N1062,4247,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML158Q,CIMMYT,03N1245,4248,mean=14.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML218,CIMMYT,03N1147,4249,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML220,CIMMYT,03N1073,4250,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML238,CIMMYT,03N1190,4251,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML247,CIMMYT,03N1291,4252,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML258,CIMMYT,03N1274,4253,mean=13
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML261,CIMMYT,03N1227,4254,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML277,CIMMYT,03N1204,4256,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML281,CIMMYT,03N1213,4257,mean=10
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML311,CIMMYT,03N1244,4259,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML314,CIMMYT,03N1126,4260,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML322,CIMMYT,03N1081,4262,mean=14.6666666666667
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML323,CIMMYT,03N1234,4263,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML328,CIMMYT,03N1002,4264,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML331,CIMMYT,03N1164,4265,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML332,CIMMYT,03N1088,4266,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML333,CIMMYT,03N1107,4238,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML341,CIMMYT,03N1160,4239,mean=13
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML38,CIMMYT,03N1265,4241,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML52,CIMMYT,03N1266,4243,mean=10.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML69,CIMMYT,03N1253,4229,mean=11.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML77,CIMMYT,03N1161,4230,mean=14.6666666666667
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML91,CIMMYT,03N1124,4232,mean=12.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,CML92,CIMMYT,03N1167,4233,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,D940Y,NATAL,03N1159,4228,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,DE1,DEL,03N1221,4555,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,DE811,DEL,03N1273,4226,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,DE_2,DEL,03N1074,4554,mean=15
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,E2558W,NATAL,03N1129,4227,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,EP1,GAL,03N1054,4222,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,F2834T,NATAL,03N1013,4223,mean=10.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,F44,FLA,03N1249,4224,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,F6,FLA,03N1277,4225,mean=9.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,GT112,ARS-TIF,03N1284,4221,mean=10.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,H105W,PURD-AG,03N1113,4556,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,H84,PURD-AG,03N1068,4218,mean=16.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,H91,PURD-AG,03N1139,4215,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,H95,PURD-AG,03N1069,4216,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,H99,PURD-AG,03N1076,4217,mean=11.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Hi27,HWI,03N1178,4219,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Hp301,PURD-BOT,03N1016,4220,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Hy,UIUC-PS,03N1117,4210,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,I-29,NCRPIS,03N1003,4557,mean=10
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Ia2132,UIUC-NR,03N1148,4212,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,IDS28,ISU,03N1142,4213,mean=17
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,IDS69,ISU,03N1123,4214,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,IDS91,ISU,03N1023,4207,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Il101,UIUC-NR,03N1005,4208,mean=10.6666666666667
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Il677a,UIUC-NR,03N1112,4209,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,K148,NCRPIS,03N1089,4558,mean=11.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,K4,NCRPIS,03N1168,4559,mean=12.6666666666667
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,K55,ARS-MO,03N1233,4203,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,K64,ARS-MO,03N1218,4204,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Ki11,HWI,03N1232,4205,mean=11.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Ki21,HWI,03N1186,4202,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Ky21,KY,03N1285,4198,mean=11.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Ky226,KY,03N1206,4199,mean=13
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Ky228,KY,03N1295,4200,mean=11
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,L578,LSU,03N1260,4201,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,M14,UIUC-PS,03N1044,4195,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,M162W,NATAL,03N1261,4196,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,M37W,NATAL,03N1208,4197,mean=10.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,MEF156-55-2,NCRPIS,03N1018,4560,mean=10
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Mo17,ARS-MO,03N1046,4191,mean=10.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Mo18W,ARS-MO,03N1223,4192,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Mo1W,ARS-MO,03N1083,4193,mean=14.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Mo24W,ARS-MO,03N1187,4194,mean=15.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Mo45,ARS-MO,03N1064,4561,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Mo46,ARS-MO,03N1128,4562,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,MoG,NCRPIS,03N1098,4563,mean=18.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Mp339,MISS,03N1290,4189,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,MS153,MICH,03N1019,4190,mean=14.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,MS71,MICH,03N1041,4564,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Mt42,MINN,03N1035,4188,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,N192,NEBR,03N1022,4184,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,N28Ht,NEBR,03N1082,4185,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,N6,NEBR,03N1039,4186,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,N7A,NEBR,03N1132,4187,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC230,NCSU,03N1179,4565,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC238,NCSU,03N1293,4566,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC250,NCSU,03N1103,4181,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC258,NCSU,03N1189,4182,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC260,NCSU,03N1144,4183,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC262,NCSU,03N1015,4176,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC264,NCSU,03N1119,4152,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC292,NCSU,03N1085,4567,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC294,NCSU,03N1166,4568,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC296,NCSU,03N1093,4153,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC296A,NCSU,03N1235,4569,mean=11.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC298,NCSU,03N1229,4154,mean=10.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC300,NCSU,03N1162,4155,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC302,NCSU,03N1165,4570,mean=10.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC306,NCSU,03N1174,4571,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC308,NCSU,03N1133,4572,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC310,NCSU,03N1136,4157,mean=20
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC312,NCSU,03N1209,4573,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC314,NCSU,03N1095,4574,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC318,NCSU,03N1182,4575,mean=11.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC320,NCSU,03N1269,4158,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC322,NCSU,03N1188,4159,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC324,NCSU,03N1173,4160,mean=11
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC326,NCSU,03N1228,4161,mean=18.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC328,NCSU,03N1193,4162,mean=17.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC33,NCSU,03N1259,4576,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC330,NCSU,03N1157,4163,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC332,NCSU,03N1184,4164,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC334,NCSU,03N1219,4165,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC338,NCSU,03N1155,4167,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC342,NCSU,03N1102,4168,mean=14.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC344,NCSU,03N1278,4169,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC346,NCSU,03N1238,4170,mean=11.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC348,NCSU,03N1099,4171,mean=10.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC350,NCSU,03N1163,4172,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC352,NCSU,03N1175,4173,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC354,NCSU,03N1287,4174,mean=10.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC356,NCSU,03N1134,4175,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC358,NCSU,03N1118,4177,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC360,NCSU,03N1214,4178,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC362,NCSU,03N1131,4179,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC364,NCSU,03N1110,4180,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC366,NCSU,03N1250,4151,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC368,NCSU,03N1216,4577,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC370,NCSU,03N1247,4148,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,NC372,NCSU,03N1215,4149,mean=18.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,ND246,ND,03N1029,4150,mean=10.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Oh40B,OHW,03N1158,4138,mean=12.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Oh43E,NCSU,03N1116,4139,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Oh7B,OHW,03N1254,4141,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Os420,ISU,03N1033,4142,mean=13.3333333333333
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,P39,PURD-AG,03N1006,4143,mean=13
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Pa762,PENN,03N1140,4144,mean=14.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Pa875,PENN,03N1075,4145,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Pa91,PENN,03N1276,4147,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,R177,UIUC-CS,03N1077,4113,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,R229,UIUC-CS,03N1194,4114,mean=14.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,SA24,PURD-BOT,03N1065,4111,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,SC357,OHW,03N1294,4109,mean=12.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,SC55,SC,03N1248,4110,mean=13
