Phenotype Name,Evaluation Locality,Planting Date,Rep,Accession,Source,Plant Name,Plant ID,Phenotype Value
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,SD44,SD,03N1010,4135,mean=15.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Sg1533,PURD-BOT,03N1020,4136,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Sg18,PURD-BOT,03N1021,4137,mean=17.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,T232,TENN,03N1205,4133,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,T8,TENN,03N1207,4134,mean=11.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Tx303,BB,03N1203,4131,mean=14.8
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Tx601,TEX,03N1256,4132,mean=16
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Tzi10,IITA,03N1246,4124,mean=10.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Tzi11,IITA,03N1267,4125,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Tzi16,IITA,03N1263,4126,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Tzi18,IITA,03N1137,4127,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Tzi25,IITA,03N1283,4128,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Tzi8,IITA,03N1220,4129,mean=14
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Tzi9,IITA,03N1200,4130,mean=15.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,U267Y,NATAL,03N1255,4123,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Va102,VATECH,03N1195,4120,mean=10.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Va14,VATECH,03N1230,4121,mean=13.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Va22,VATECH,03N1071,4122,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Va35,VATECH,03N1108,4118,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Va59,VATECH,03N1043,4119,mean=11.2
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Va99,VATECH,03N1114,4117,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,VaW6,VATECH,03N1025,4578,mean=16.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,W117Ht,WISC,03N1058,4050,mean=10.6666666666667
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,W153R,WISC,03N1048,4045,mean=12
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,W182B,WISC,03N1008,4046,mean=13.5
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,W401,WISC,03N1047,4047,mean=12.4
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,W64A,WISC,03N1086,4048,mean=13.6
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,WD,WISC,03N1017,4049,mean=13.3333333333333
Ear Row Number,Clayton,13-May-03,2003_Summer_RepNC,Yu796_NS,NCRPIS,03N1070,4579,mean=12.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,33-16,PURD-AG,03W1022,2939,mean=15.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,38-11,PURD-AG,03W1158,2936,mean=11.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,4226,UIUC-CS,03W1027,2963,mean=14
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,4722,PURD-BOT,03W1221,2964,mean=9.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A441-5,NATAL,03W1078,2940,mean=12
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A554,MINN,03W1001,2941,mean=13.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A554,MINN,03W1009,2942,mean=13.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A554,MINN,03W1030,2943,mean=13.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A554,MINN,03W1031,2944,mean=13.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A554,MINN,03W1060,2945,mean=13.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A556,MINN,03W1011,2946,mean=17
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A632,MINN,03W1005,2949,mean=14.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A635,MINN,03W1077,2951,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A641,MINN,03W1037,2952,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A654,MINN,03W1049,2953,mean=14
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A661,MINN,03W1059,2955,mean=15.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A679,MINN,03W1110,2933,mean=18.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A680,MINN,03W1127,2934,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,A682,MINN,03W1016,2935,mean=12
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B10,ISU,03W1161,3130,mean=14.6666666666667
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B104,ISU,03W1118,2931,mean=12.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B105,ISU,03W1207,2932,mean=14.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B109,ISU,03W1119,2923,mean=14.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B115,ISU,03W1106,3131,mean=14.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B14A,ISU,03W1097,2924,mean=14.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B164,MINN,03W1017,2925,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B2,NCRPIS,03W1068,3132,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B37,ISU,03W1095,2926,mean=11.6666666666667
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B46,ISU,03W1225,3133,mean=11.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B57,ISU,03W1224,2928,mean=15
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B64,ISU,03W1222,2929,mean=14
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B68,ISU,03W1201,2930,mean=14.75
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1013,2886,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1033,2887,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1061,2888,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1090,2889,mean=17
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1091,2890,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1092,2891,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1101,2892,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1120,2893,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1121,2894,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1126,2895,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1150,2896,mean=17.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1151,2897,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1174,2898,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1180,2899,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1181,2900,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1210,2901,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1211,2902,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1227,2903,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1231,2904,mean=17.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1240,2905,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W1278,2907,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2002,2908,mean=15.75
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2022,2909,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2104,2910,mean=15.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2114,2911,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2143,2912,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2190,2913,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2209,2914,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2222,2915,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2258,2916,mean=19.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73,ISU,03W2273,2917,mean=17.3333333333333
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73Htrhm,IFS,03W1239,2918,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73x33-16,ESB,03W2039,3134,mean=20
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73x38-11,ESB,03W2167,3135,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73x4226,ESB,03W2027,3136,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73x4722,ESB,03W2170,3137,mean=15.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73x81-1,ESB,03W2292,3138,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA214N,ESB,03W2125,3139,mean=14.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA441-5,ESB,03W2100,3140,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA554,ESB,03W2042,3141,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA556,ESB,03W2048,3142,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA6,ESB,03W2289,3143,mean=18.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA619,ESB,03W2038,3144,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA632,ESB,03W2006,3145,mean=16.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA634,ESB,03W2044,3146,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA635,ESB,03W2077,3147,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA641,ESB,03W2054,3148,mean=18.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA654,ESB,03W2049,3149,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA659,ESB,03W2015,3150,mean=18.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA661,ESB,03W2040,3151,mean=19.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA679,ESB,03W2107,3152,mean=18.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA680,ESB,03W2108,3153,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xA682,ESB,03W2025,3154,mean=15.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xAb28A,ESB,03W2267,3155,mean=13.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB10,ESB,03W2221,3156,mean=19.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB105,ESB,03W2224,3158,mean=17.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB109,ESB,03W2145,3159,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB115,ESB,03W2105,3160,mean=17.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB14A,ESB,03W2084,3161,mean=15.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB164,ESB,03W2047,3162,mean=18.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB2,ESB,03W2133,3163,mean=19.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB37,ESB,03W2117,3164,mean=15.3333333333333
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB46,ESB,03W2205,3165,mean=18.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB57,ESB,03W2157,3166,mean=21.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB64,ESB,03W2195,3167,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB68,ESB,03W2159,3168,mean=18.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB73Htrhm,ESB,03W2199,3169,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB75,ESB,03W2102,3170,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB76,ESB,03W2089,3171,mean=14.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB77,ESB,03W2147,3172,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB79,ESB,03W2226,3173,mean=18.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB84,ESB,03W2220,3174,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xB97,ESB,03W2101,3175,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCH701-30,ESB,03W2008,3176,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCH9,ESB,03W2092,3177,mean=18.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI.7,ESB,03W2186,3178,mean=20.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI187-2,ESB,03W2227,3179,mean=15.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI21E,ESB,03W2228,3180,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI28A,ESB,03W2115,3181,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI31A,ESB,03W2263,3182,mean=18.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI3A,ESB,03W2135,3183,mean=18.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI44,ESB,03W2155,3184,mean=19.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI64,ESB,03W2164,3185,mean=18.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI66,ESB,03W2253,3186,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCI90C,ESB,03W2132,3187,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCM174,ESB,03W2014,3188,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCM37,ESB,03W2057,3189,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCM7,ESB,03W2007,3190,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML10,ESB,03W2239,3191,mean=14.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML103,ESB,03W2081,3192,mean=15.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML108,ESB,03W2202,3193,mean=19.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML11,ESB,03W2272,3194,mean=15.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML14,ESB,03W2285,3195,mean=19
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML154Q,ESB,03W2162,3196,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML157Q,ESB,03W2110,3197,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML158Q,ESB,03W2264,3198,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML218,ESB,03W2119,3199,mean=14
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML220,ESB,03W2093,3200,mean=18.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML238,ESB,03W2217,3202,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML247,ESB,03W2281,3203,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML258,ESB,03W2283,3204,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML261,ESB,03W2175,3205,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML277,ESB,03W2187,3207,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML287,ESB,03W2218,3209,mean=15.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML311,ESB,03W2275,3210,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML314,ESB,03W2070,3211,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML321,ESB,03W2259,3212,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML322,ESB,03W2080,3213,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML323,ESB,03W2232,3214,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML328,ESB,03W2036,3215,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML331,ESB,03W2153,3216,mean=16.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML332,ESB,03W2137,3217,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML333,ESB,03W2126,3218,mean=15.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML341,ESB,03W2189,3219,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML349,ESB,03W2233,3220,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML38,ESB,03W2266,3221,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML5,ESB,03W2279,3222,mean=11
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML52,ESB,03W2260,3223,mean=14.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML69,ESB,03W2287,3224,mean=15.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML77,ESB,03W2163,3225,mean=18.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML91,ESB,03W2149,3227,mean=16.8
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCML92,ESB,03W2214,3228,mean=19.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCMV3,ESB,03W2052,3229,mean=20.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCO109,ESB,03W2045,3230,mean=18.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xCO255,ESB,03W2033,3231,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xD940Y,ESB,03W2178,3232,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xDE1,ESB,03W2188,3234,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xDE811,ESB,03W2274,3235,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xDE_2,ESB,03W2094,3233,mean=17.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xE2558W,ESB,03W2129,3236,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xEP1,ESB,03W2059,3237,mean=17.2
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xF2,ESB,03W2028,3238,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xF2834T,ESB,03W2003,3239,mean=16.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xF44,ESB,03W2248,3240,mean=18.4
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xF6,ESB,03W2251,3241,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xGA209,ESB,03W2277,3242,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xGT112,ESB,03W2245,3243,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xH105W,ESB,03W2062,3244,mean=17.5
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xH84,ESB,03W2079,3245,mean=18
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xH91,ESB,03W2087,3246,mean=16
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xH95,ESB,03W2088,3247,mean=20
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xH99,ESB,03W2134,3248,mean=15.6
Ear Row Number,Doebley Lab-Univ. of Wisconsin,23-May-03,2003_Summer_RepWI,B73xHp301,ESB,03W2017,3250,mean=18
