Barcode,Cob_length (mm),Cob_Diameter (mm),Cob_Weight (g),Bag,I,Note,,
11-J1718-23 OP,142.46,23.96,17.72,66,HYJ,,,
11-J1719-23 OP,116.84,19.87,5.81,66,HYJ,,,
11-J1720-23 OP,130.87,27.91,17.09,66,HYJ,,,
11-J1721-21 OP,168.63,26.5,26.94,32,HYJ,,,
11-J1721-23 OP,149.28,25.75,19.14,66,HYJ,,,
11-J1722-22 OP,141.93,29.16,23.49,66,LL,,,
11-J1724-21 OP,165.61,29.23,29.05,32,HYJ,,,
11-J1725-22 OP,186.21,24.2,21.99,32,LL,,,
11-J1726-23 OP,188.24,22.96,18.04,32,HYJ,,,
11-J1727-22 OP,139.21,27.7,21.84,32,HYJ,,,
11-J1727-23 OP,160.78,26.62,25.49,32,HYJ,,,
11-J1728-21 OP,148.03,27.65,24.81,32,HYJ,,,
11-J1728-23 OP,138.6,28.62,24.29,32,HYJ,,,
11-J1729-23 OP,89.62,28.12,9.79,32,HYJ,,,
11-J1730-22 OP,154.75,26.72,24.28,32,HYJ,,,
11-J1731-21 OP,126.69,27.37,20.25,32,HYJ,,,
11-J1731-23 OP,127.88,24.93,22.18,32,LL,,,
11-J1732-21 OP,105.41,25.9,7.07,66,HYJ,,,
11-J1732-22 OP,109.38,23.09,11.88,32,HYJ,,,
11-J1732-23 OP,137.44,25.31,16.63,32,HYJ,,,
11-J1733-23 OP,123.91,20.2,7.79,66,HYJ,,,
11-J1736-23 OP,121.07,27.44,19.07,32,HYJ,,,
11-J1737-22 OP,141.13,27.72,20.11,32,LL,,,
11-J1737-23 OP,132.16,28.19,19.54,32,HYJ,,,
11-J1741-22 OP,84.02,22.52,7.74,32,HYJ,,,
11-J1742-21 OP,109.63,24.35,13.45,32,HYJ,,,
11-J1743-21 OP,134.25,23.99,15.56,32,HYJ,,,
11-J1743-22 OP,132.74,24.39,15.35,32,HYJ,,,
11-J1745-22 OP,129.97,25.89,11.08,66,HYJ,,,
11-J1746-22 OP,91.23,28.97,12.8,32,HYJ,,,
11-J1747-22 OP,137.94,17.84,9.6,32,HYJ,,,
11-J1747-23 OP,128.23,18.93,9.51,32,HYJ,,,
11-J1748-21 OP,141.81,20.27,11.47,32,HYJ,,,
11-J1748-23 OP,159.49,24.69,16.77,32,LL,,,
11-J1749-22 OP,114.65,27.64,18.27,66,HYJ,,,
11-J1753-22 OP,160.8,26.82,26.7,66,LL,,,
11-J1753-23 OP,171.12,28.93,24.94,66,LL,,,
11-J1755-21 OP,186.92,26.55,27.98,32,HYJ,,,
11-J1757-23 OP,191.51,25.38,22.91,32,LL,,,
11-J1758-21 OP,157.38,25.36,23.27,32,LL,,,
11-J1758-22 OP,149.79,27.27,22.97,32,HYJ,,,
11-J1761-23 OP,194.12,25.42,32.06,32,HYJ,,,
11-J1762-21 OP,149.71,25.58,20.31,32,LL,,,
11-J1763-22 OP,180.55,28.95,38.66,32,HYJ,,,
11-J1763-23 OP,179.42,29.63,39.13,32,HYJ,,,
11-J1765-21 OP,170.01,23.68,22.2,32,HYJ,,,
11-J1765-22 OP,169.6,26.36,27.14,28,LL,2 pieces,,
11-J1767-22 OP,158.81,31.87,32.28,32,HYJ,,,
11-J1768-21 OP,183.64,26.32,28.66,32,LL,,,
11-J1769-21 OP,192.79,28.47,42.02,32,HYJ,,,
11-J1770-23 OP,170.76,27.63,28.4,32,HYJ,,,
11-J1771-21 OP,191.36,24.8,27.98,27,HYJ,,,
11-J1771-22 OP,186.01,25.07,24.89,28,HYJ,,,
11-J1771-23 OP,173.96,23.37,22.36,28,LL,,,
11-J1772-21 OP,186.86,29.71,35.59,27,HYJ,,,
11-J1772-22 OP,163.21,28.19,24.68,28,LL,,,
11-J1772-23 OP,156.08,25.22,20.87,28,LL,,,
11-J1773-21 OP,174.05,23.95,23.4,27,HYJ,,,
11-J1773-23 OP,177.51,24.64,24.4,27,HYJ,,,
11-J1774-21 OP,119.13,30.52,23.37,27,HYJ,,,
11-J1774-22 OP,194.27,28.07,36.58,27,HYJ,,,
11-J1774-23 OP,156.84,26.41,26.41,28,LL,,,
11-J1775-21 OP,177.84,23.62,25.79,28,LL,,,
11-J1775-22 OP,182.49,26.15,28.83,27,HYJ,,,
11-J1775-23 OP,181.18,28.35,28.42,27,HYJ,,,
11-J1776-21 OP,176.22,27.34,31.97,27,HYJ,,,
11-J1776-22 OP,178.23,27.96,33.76,28,HYJ,,,
11-J1776-23 OP,168.49,26.69,27.71,27,HYJ,,,
11-J1777-21 OP,199.88,28.41,43.98,27,HYJ,,,
11-J1777-22 OP,195.89,28,43.41,27,HYJ,,,
11-J1777-23 OP,204.62,27.38,43.2,27,HYJ,,,
11-J1778-21 OP,162.81,28.06,28.38,32,HYJ,,,
11-J1779-23 OP,168,25.07,19.38,32,LL,,,
11-J1780-23 OP,176.41,27.1,31.91,32,HYJ,,,
11-J1781-21 OP,190.51,26.39,24.69,28,HYJ,,,
11-J1781-22 OP,181.24,27.47,24.32,28,LL,,,
11-J1781-23 OP,199.06,27.4,27.87,27,HYJ,,,
11-J1782-21 OP,189.41,26.02,29.67,28,HYJ,,,
11-J1782-22 OP,187.84,27.55,30.39,27,HYJ,,,
11-J1782-23 OP,172.75,26.68,28.91,28,HYJ,,,
11-J1783-21 OP,154.82,25.02,22.95,28,LL,,,
11-J1783-22 OP,158.71,24.92,21.8,28,LL,,,
11-J1783-23 OP,154.08,27.15,22.81,28,HYJ,,,
11-J1784-21 OP,166.68,24.95,27.91,27,HYJ,,,
11-J1784-22 OP,172.11,26.97,34.69,28,HYJ,,,
11-J1784-23 OP,196.23,26.97,41.35,28,HYJ,,,
11-J1785-21 OP,160.55,27.03,26.17,28,LL,,,
11-J1785-22 OP,165.94,26.61,25.64,28,LL,,,
11-J1785-23 OP,169.84,27.16,26.86,28,LL,,,
11-J1786-21 OP,152.1,24.55,24.13,28,LL,,,
11-J1786-22 OP,157.1,26,26.4,28,HYJ,,,
11-J1786-23 OP,162.86,24.91,26.69,28,HYJ,,,
11-J1787-21 OP,185.75,28.03,31.55,27,HYJ,,,
11-J1787-22 OP,190.26,27.02,36.17,28,LL,,,
11-J1787-23 OP,183.96,32.06,36.07,28,TS,,,
11-J1788-21 OP,150.22,29.49,25.51,27,HYJ,,,
11-J1788-22 OP,145.12,26.6,25.16,27,HYJ,,,
11-J1788-23 OP,166,26.54,32.52,27,HYJ,,,
11-J1789-21 OP,172.08,26.32,26.1,28,LL,,,
11-J1789-22 OP,160.91,25.31,22.3,28,LL,,,
11-J1789-23 OP,181.86,27.24,28.62,28,HYJ,,,
11-J1790-21 OP,163.96,29.92,28.54,28,LL,,,
11-J1790-22 OP,187.32,28.28,32.31,28,LL,,,
11-J1790-23 OP,183.25,30.16,32.31,27,HYJ,,,
11-J1791-21 OP,192.14,32.07,39.18,28,LL,,,
11-J1791-22 OP,204.17,30.32,38.53,27,HYJ,,,
11-J1791-23 OP,179.57,29.85,33.73,27,HYJ,,,
11-J1792-21 OP,155.23,26.02,21.22,28,LL,,,
11-J1792-22 OP,182.79,25.53,28.91,28,LL,,,
11-J1792-23 OP,167.85,25.29,22.76,28,LL,,,
11-J1793-21 OP,186.09,28.12,35.71,28,LL,,,
11-J1793-22 OP,176.18,27.57,33.89,28,LL,,,
11-J1793-23 OP,167.37,30.29,32.28,28,LL,,,
11-J1794-21 OP,186.52,29.76,38.91,27,HYJ,,,
11-J1794-22 OP,199.29,28.7,45.08,28,LL,,,
11-J1794-23 OP,180.9,27.72,39.78,28,LL,,,
11-J1795-21 OP,188.6,28.63,36.27,28,LL,,,
11-J1795-22 OP,219.84,26.43,35.39,28,HYJ,,,
11-J1795-23 OP,181.43,27.33,34.62,27,HYJ,,,
11-J1796-21 OP,184.68,27.09,26.77,28,HYJ,,,
11-J1796-22 OP,178.18,26.17,23.91,28,LL,,,
11-J1796-23 OP,175.73,29.42,27.18,28,HYJ,,,
11-J1797-21 OP,173.72,27.33,28.16,27,HYJ,,,
11-J1797-22 OP,183.48,25.49,31.57,28,LL,,,
11-J1797-23 OP,187.66,29.89,32.7,28,HYJ,,,
11-J1798-21 OP,178.71,24.21,25.52,27,HYJ,,,
11-J1798-22 OP,178.95,24.14,22.81,28,HYJ,,,
11-J1798-23 OP,165.25,23.68,20.71,28,LL,,,
11-J1799-21 OP,176.98,25.71,24.3,27,HYJ,,,
11-J1799-22 OP,164.25,26.18,24.6,27,HYJ,,,
11-J1799-23 OP,175.42,27.87,31.49,28,HYJ,,,
11-J1800-21 OP,150.79,25.21,19.88,28,LL,,,
11-J1800-22 OP,169.26,24.83,24.99,28,HYJ,,,
11-J1800-23 OP,127.4,25.27,19.04,27,HYJ,,,
11-J1801-22 OP,141.33,22.05,15.13,27,LL,,,
11-J1802-21 OP,128.99,21.87,13.98,27,LL,,,
11-J1802-22 OP,111.39,23.01,14.03,27,LL,,,
11-J1802-23 OP,108.88,22.54,11.74,27,LL,,,
11-J1803-21 OP,134.37,19.57,10.84,27,LL,,,
11-J1803-22 OP,135.36,24.78,12.99,27,LL,,,
11-J1803-23 OP,127.22,23.86,13.67,27,LL,,,
11-J1805-21 OP,107.85,24.61,11.47,27,LL,,,
11-J1805-22 OP,137.35,24.52,14.58,66,HYJ,,,
11-J1805-23 OP,147.41,24.27,16.78,66,LL,,,
11-J1806-21 OP,78.65,18.25,5.96,66,HYJ,,,
11-J1808-21 OP,123.08,24.52,16.77,66,LL,,,
11-J1808-22 OP,109.23,25.48,17.2,66,LL,,,
11-J1809-21 OP,149.16,22.94,14.59,66,LL,,,
11-J1809-22 OP,150.31,22.38,15.92,66,LL,,,
11-J1809-23 OP,128.18,21.81,14.83,66,LL,,,
11-J1811-21 OP,125.52,24.57,17,42,LL,,,
11-J1811-22 OP,117.55,27.6,20.18,42,LL,,,
11-J1811-23 OP,123.2,27.61,18.95,66,HYJ,,,
11-J1812-21 OP,152.28,26.79,23.67,42,LL,,,
11-J1812-22 OP,143.74,25.97,21.58,42,LL,,,
11-J1813-22 OP,140.6,24.64,19.3,42,LL,,,
11-J1815-21 OP,108.48,22.37,17.37,42,LL,,,
11-J1817-21 OP,132.5,23.92,16.77,42,LL,,,
11-J1818-21 OP,134.21,24.63,13.96,42,LL,,,
11-J1818-22 OP,144.47,25.23,15.09,32,HYJ,,,
11-J1818-23 OP,147.46,25.05,17.34,32,LL,,,
11-J1819-21 OP,124.25,23.81,15.38,32,LL,,,
11-J1819-23 OP,145.98,23.88,20.51,32,LL,,,
11-J1820-22 OP,59.82,19.72,4.49,66,HYJ,,,
11-J1821-21 OP,118.09,23.65,13.56,42,LL,,,
11-J1821-22 OP,111.77,24.02,13.07,42,LL,,,
11-J1821-23 OP,115.31,24.24,13.61,42,LL,,,
11-J1822-21 OP,158.3,25.11,18.09,42,LL,,,
11-J1822-23 OP,131.23,25.5,12.63,42,LL,,,
11-J1823-23 OP,146.56,26.33,21.64,42,LL,,,
11-J1824-22 OP,118.36,28.06,21.1,42,LL,,,
11-J1825-21 OP,137.17,26.32,25.27,42,LL,,,
11-J1825-22 OP,137.95,25.35,23.51,42,LL,,,
11-J1825-23 OP,120.08,25.12,18.8,42,LL,,,
11-J1826-21 OP,121.23,24.11,11.14,42,LL,,,
11-J1826-22 OP,157.33,24.51,14.08,42,LL,,,
11-J1827-21 OP,161.61,24.87,24.06,42,LL,,,
11-J1827-22 OP,157.1,26.64,23.33,42,LL,,,
11-J1828-22 OP,130.31,27.43,18.31,42,LL,,,
11-J1829-22 OP,126.49,26.02,21.09,42,LL,,,
11-J1830-21 OP,156.79,23.62,15.4,42,LL,,,
11-J1830-22 OP,144.37,19.41,11.31,66,HYJ,,,
11-J1830-23 OP,152.79,22.1,13.11,66,HYJ,,,
11-J1831-21 OP,130.02,24.09,16.65,66,LL,,,
11-J1831-22 OP,119.97,23.56,15.97,66,LL,,,
11-J1832-21 OP,154.6,25.62,20.7,66,HYJ,,,
11-J1833-22 OP,119.07,23.47,12.63,66,LL,,,
11-J1834-21 OP,136.51,27.38,16.69,66,LL,,,
11-J1834-22 OP,120.07,21.62,12.4,66,HYJ,,,
11-J1834-23 OP,170.4,29.13,28.35,66,LL,,,
11-J1835-21 OP,148.43,24.79,20.72,66,LL,,,
11-J1835-22 OP,137.97,21.47,16.5,66,LL,,,
11-J1835-23 OP,151.84,24.61,22.06,66,LL,,,
11-J1836-21 OP,122.7,25.16,15.34,66,LL,,,
11-J1836-22 OP,137.92,23.85,15.23,66,LL,,,
11-J1836-23 OP,106.45,25.85,11.79,66,LL,,,
11-J1837-21 OP,146.58,25.01,20.73,66,LL,,,
11-J1837-22 OP,118.13,26.71,19.45,66,LL,,,
11-J1840-21 OP,107.42,24.23,11.9,66,LL,,,
11-J1840-22 OP,124.73,23.52,12.06,66,LL,,,
11-J1840-23 OP,109.87,22.06,10.45,66,LL,,,
11-J1841-21 OP,110.12,24.29,15.14,42,LL,,,
11-J1841-22 OP,120.53,23.28,12.59,42,LL,,,
11-J1841-23 OP,133.89,20.89,15.17,42,LL,,,
11-J1842-21 OP,162.71,24.42,17.33,42,LL,,,
11-J1842-23 OP,149.36,23.64,18.73,42,LL,,,
11-J1843-22 OP,98.38,23.39,12.42,42,LL,,,
11-J1844-21 OP,133.58,23.75,13.01,42,LL,,,
11-J1844-23 OP,144.08,24.37,16.42,42,LL,,,
11-J1845-21 OP,153.68,30.17,23.26,28,HYJ,,,
11-J1845-22 OP,138.94,29.98,25.26,28,LL,,,
11-J1845-23 OP,126.94,32.3,27.82,27,HYJ,,,
11-J1846-22 OP,175.86,24.81,18.15,27,LL,,,
11-J1847-23 OP,145.34,24.4,21.69,27,LL,,,
11-J1848-21 OP,146.15,26.85,18.83,27,LL,,,
11-J1848-22 OP,138.58,27.91,18.73,27,LL,,,
11-J1849-21 OP,119.06,19.89,9.28,66,HYJ,,,
11-J1849-23 OP,135.78,22.93,19.52,66,LL,,,
11-J1850-21 OP,118.12,26.62,17.21,66,LL,,,
11-J1850-22 OP,123.89,26.31,19.36,66,LL,,,
11-J1851-21 OP,186.24,27.21,31.79,29,HYJ,,,
11-J1851-22 OP,155.95,26.88,26.63,30,HYJ,,,
11-J1851-23 OP,168.14,27.66,30.57,29,HYJ,,,
11-J1852-21 OP,170.31,25.52,24.88,30,HYJ,,,
11-J1852-22 OP,175.49,26.23,29.68,31,HYJ,,,
11-J1852-23 OP,168.55,27.49,32.45,29,HYJ,,,
11-J1853-21 OP,169.12,28.59,37.27,31,HYJ,,,
11-J1853-22 OP,163.47,29.91,34.51,31,HYJ,,,
11-J1853-23 OP,190.67,31.17,47.22,29,HYJ,,,
11-J1854-21 OP,201.78,27.22,36.18,30,HYJ,,,
11-J1854-22 OP,194.1,26.77,31.92,30,HYJ,,,
11-J1854-23 OP,201.1,28.56,38.89,30,HYJ,,,
11-J1855-21 OP,157.11,27.32,28.52,30,HYJ,,,
11-J1855-22 OP,159.26,29.36,33.57,30,HYJ,,,
11-J1856-21 OP,158.71,27.6,25.06,31,HYJ,,,
11-J1856-22 OP,180.19,28.53,30.41,29,HYJ,,,
11-J1856-23 OP,188.43,29.38,33.42,30,HYJ,,,
11-J1857-21 OP,171.08,28.55,29.11,31,HYJ,,,
11-J1857-22 OP,173.45,28.87,29.69,30,HYJ,,,
11-J1857-23 OP,163.83,30.04,29.76,29,HYJ,,,
11-J1858-21 OP,180.06,26.05,27.76,30,HYJ,,,
11-J1858-22 OP,164.04,26.5,22.2,31,HYJ,,,
11-J1858-23 OP,203.2,26.94,32.85,30,HYJ,,,
11-J1859-21 OP,164.14,27.3,18.65,30,HYJ,,,
11-J1859-22 OP,193.48,26.24,25.69,29,HYJ,,,
11-J1859-23 OP,187.04,27.84,25.24,29,HYJ,,,
11-J1860-21 OP,168.4,29.93,29.68,30,HYJ,,,
11-J1860-22 OP,153.17,27.68,24.24,31,HYJ,,,
11-J1860-23 OP,179.75,29.38,31.13,31,HYJ,,,
11-J1861-21 OP,183.21,27.87,28.85,30,HYJ,,,
11-J1861-22 OP,203.19,29.49,36.06,31,HYJ,,,
11-J1861-23 OP,181.53,26.39,32.46,30,HYJ,,,
11-J1862-21 OP,163.93,28.71,32.96,29,HYJ,,,
11-J1862-22 OP,159.01,26.37,33.09,30,HYJ,,,
11-J1862-23 OP,164.98,28.83,37.06,31,HYJ,,,
11-J1863-21 OP,151.73,25.7,20.71,31,HYJ,,,
11-J1863-22 OP,187.69,24.73,29.09,30,HYJ,,,
11-J1863-23 OP,155.28,22.44,21.76,30,HYJ,,,
11-J1864-21 OP,200.55,28.51,36.5,31,HYJ,,,
11-J1864-22 OP,193.04,24.68,28.33,30,HYJ,,,
11-J1864-23 OP,152.67,26.15,24.46,31,HYJ,,,
11-J1865-21 OP,165.97,26.36,27.36,30,HYJ,,,
11-J1865-22 OP,138.36,26.57,22.2,31,HYJ,,,
11-J1865-23 OP,149.36,27.7,23.83,31,HYJ,,,
11-J1866-21 OP,185.43,23.36,26.76,30,HYJ,,,
11-J1866-22 OP,179.2,25.44,25.45,31,HYJ,,,
11-J1866-23 OP,175.5,26.01,28.67,31,HYJ,,,
11-J1867-21 OP,194.29,30.21,33.95,30,HYJ,,,
11-J1867-22 OP,201.08,29.14,35.76,29,HYJ,,,
11-J1867-23 OP,202.47,31.03,39.2,30,HYJ,,,
11-J1869-21 OP,179.53,25.24,26.63,30,HYJ,,,
11-J1869-22 OP,182.5,25.09,27.31,30,HYJ,,,
11-J1869-23 OP,183.84,26.45,28.51,29,HYJ,,,
11-J1870-21 OP,176.1,26.19,29.17,29,HYJ,,,
11-J1870-22 OP,172.51,25.19,27.81,29,HYJ,,,
11-J1870-23 OP,158.9,25.7,25.7,30,HYJ,,,
11-J1871-21 OP,152.08,27.32,28.12,29,HYJ,,,
11-J1871-22 OP,162.93,28.21,32.98,31,HYJ,,,
11-J1871-23 OP,152.12,29.49,30.73,31,HYJ,,,
11-J1872-21 OP,155.05,28.39,25.42,31,HYJ,,,
11-J1872-22 OP,180.72,28.86,34.3,31,HYJ,,,
11-J1872-23 OP,168.33,27.47,31.6,30,HYJ,,,
11-J1873-21 OP,167.31,24.68,23.89,30,HYJ,,,
11-J1873-22 OP,191.78,25.34,28.37,29,HYJ,,,
11-J1873-23 OP,189.44,26.65,29.65,30,HYJ,,,
11-J1874-21 OP,142.86,29.46,22.64,31,HYJ,,,
11-J1874-22 OP,157.31,26.71,23.88,30,HYJ,,,
11-J1874-23 OP,168.16,26.92,24.88,31,HYJ,,,
11-J1875-21 OP,178.11,26.71,26.87,30,HYJ,,,
11-J1875-22 OP,196.89,26.78,31.8,29,HYJ,,,
11-J1875-23 OP,214.26,27.85,34.42,30,HYJ,,,
11-J1876-22 OP,170.55,25.72,22.81,30,LL,,,
11-J1878-23 OP,215.3,29.64,38.26,30,LL,,,
11-J1881-22 OP,224.66,26.74,36.78,30,LL,,,
11-J1882-23 OP,158.56,24.06,27.14,30,LL,,,
11-J1883-22 OP,167.33,25.31,29.14,30,LL,,,
11-J1883-23 OP,163.65,26.28,29.02,30,LL,,,
11-J1885-22 OP,198.28,31.58,52.49,30,LL,,,
11-J1885-23 OP,195.96,30.12,46.63,30,LL,,,
11-J1886-23 OP,176.38,24.58,23.58,30,LL,,,
11-J1887-21 OP,177.31,27.8,29.29,30,LL,,,
11-J1888-21 OP,200.66,31.27,37.58,30,LL,,,
11-J1888-23 OP,170.25,29.98,35.12,30,LL,,,
11-J1889-21 OP,196.1,28.64,35.69,30,LL,,,
11-J1890-21 OP,165.98,30.48,33.54,30,LL,,,
11-J1891-22 OP,180.55,29.79,41.8,30,LL,,,
11-J1892-23 OP,190.2,29.28,39.3,30,LL,,,
11-J1894-23 OP,144.29,22.7,15.88,30,LL,,,
11-J1895-23 OP,167.43,26.11,26.94,30,LL,,,
11-J1896-22 OP,207.53,27.18,36.35,30,LL,,,
11-J1896-23 OP,197.86,27.28,30.7,30,LL,,,
11-J1897-21 OP,162.07,25.34,20.59,39,LL,,,
11-J1898-23 OP,174.63,30.64,36.98,39,LL,,,
11-J1899-21 OP,169.33,25.85,24.26,39,LL,,,
11-J1899-22 OP,161.25,26.16,22.95,39,LL,,,
11-J1900-22 OP,220.52,26.79,36.87,39,LL,,,
11-J1903-23 OP,159.98,25.79,24.8,39,LL,,,
11-J1908-21 OP,163.62,27.29,24.59,39,LL,,,
11-J1908-22 OP,155.56,26.26,23.84,39,LL,,,
11-J1908-23 OP,150.66,27.06,24.04,39,LL,,,
11-J1909-21 OP,168.81,27.82,27.56,39,LL,,,
11-J1909-22 OP,170.6,29.63,30.51,39,LL,,,
11-J1910-21 OP,138.55,26.6,21.26,39,LL,,,
11-J1911-21 OP,173.97,28.73,27.8,39,LL,,,
11-J1914-22 OP,124.52,24.14,15.91,66,HYJ,,,
11-J1916-21 OP,157.75,32.72,37.12,66,LL,,,
11-J1916-23 OP,120.51,33.74,26.68,66,HYJ,,,
11-J1921-22 OP,129.63,29.53,22.16,66,HYJ,,,
11-J1921-23 OP,137.27,25.35,23.43,42,LL,,,
11-J1923-21 OP,173.9,25.47,25.79,42,LL,,,
11-J1924-21 OP,119.75,27.29,9.92,66,HYJ,,,
11-J1928-21 OP,203.01,24.01,21.4,66,LL,,,
11-J1930-23 OP,92.73,26.75,18.35,42,LL,,,
11-J1931-21 OP,97.22,22.58,7.93,66,HYJ,,,
11-J1933-21 OP,148.19,26.38,12.24,66,HYJ,,,
11-J1933-22 OP,121.46,23.65,11.21,66,HYJ,,,
11-J1933-23 OP,138.41,28.88,17.57,66,HYJ,,,
11-J1934-22 OP,107.82,25.25,14.6,66,HYJ,,,
11-J1934-23 OP,112.82,25.83,18.01,66,HYJ,,,
11-J1944-21 OP,133.43,29.79,19.65,66,HYJ,,,
11-J1944-22 OP,110.85,25.53,13.48,42,LL,,,
11-J1946-21 OP,91.73,20.43,6.5,66,HYJ,,,
11-J1946-23 OP,79.65,26.06,9,66,HYJ,,,
11-J1948-21 OP,109.26,28.35,23.03,66,LL,,,
11-J1949-22 OP,167.65,29.33,30.61,42,LL,,,
11-J1950-22 OP,85.47,25.82,10.91,66,HYJ,,,
11-J1951-21 OP,141.32,28.19,25.76,66,LL,,,
11-J1951-22 OP,171.9,29.36,34.19,24,HYJ,,,
11-J1951-23 OP,164.65,30.92,34.47,24,LL,,,
11-J1952-21 OP,164.42,25.15,22.96,24,LL,,,
11-J1952-22 OP,202.73,30.23,36.8,24,HYJ,,,
11-J1952-23 OP,194.78,27.08,34.13,24,LL,,,
11-J1953-21 OP,154.33,25.88,20.52,24,LL,,,
11-J1953-22 OP,173.11,26.6,24.3,24,HYJ,,,
11-J1953-23 OP,156.64,28.25,24.3,24,HYJ,,,
11-J1954-21 OP,169.9,26.84,29.81,24,LL,,,
11-J1954-22 OP,166.27,25.91,26.78,24,LL,,,
11-J1954-23 OP,166.16,25.61,26.63,24,LL,,,
11-J1955-21 OP,150.62,30.23,26.4,24,HYJ,,,
11-J1955-22 OP,166.07,31.76,38.47,24,HYJ,,,
11-J1955-23 OP,152.66,30.03,31.06,24,HYJ,,,
11-J1956-21 OP,190.94,26.14,25.28,24,LL,,,
11-J1956-22 OP,185.92,25.23,23.93,24,HYJ,,,
11-J1956-23 OP,195,23.65,22.46,24,LL,,,
11-J1957-21 OP,174.42,27.49,31.09,24,LL,,,
11-J1957-22 OP,194.76,26.19,29.38,24,LL,,,
11-J1957-23 OP,203.57,26.48,30.82,24,LL,,,
11-J1958-21 OP,160.71,26.67,26.21,24,LL,,,
11-J1958-22 OP,159.77,28.04,25.48,24,HYJ,,,
11-J1958-23 OP,173.96,26.73,33.61,24,LL,,,
11-J1959-21 OP,166.17,26.5,21.33,31,HYJ,,,
11-J1959-22 OP,185.44,26.06,27.09,31,LL,,,
11-J1959-23 OP,172.26,25.2,22.42,24,HYJ,,,
11-J1960-21 OP,167.14,24.72,22.89,24,LL,,,
11-J1960-22 OP,168.91,26.35,25.54,24,HYJ,,,
11-J1960-23 OP,180.21,27.37,30.75,24,HYJ,,,
11-J1961-21 OP,153.22,28.1,24.85,24,LL,,,
11-J1961-22 OP,169.7,27.93,27.27,24,LL,,,
11-J1961-23 OP,193.5,29.56,37.63,30,HYJ,,,
11-J1962-21 OP,180.32,27.81,32.16,30,HYJ,,,
11-J1962-22 OP,189.93,29.04,40.51,30,HYJ,,,
11-J1963-21 OP,188.59,28.66,32.72,30,LL,,,
11-J1963-22 OP,188,27.34,32.15,31,HYJ,,,
11-J1963-23 OP,157.57,27.7,23.98,31,HYJ,,,
11-J1964-21 OP,147.82,26.93,27.96,29,HYJ,,,
11-J1964-22 OP,137.72,23.96,21.66,30,HYJ,,,
11-J1964-23 OP,174.63,27.52,33.68,24,HYJ,,,
11-J1965-21 OP,175.45,27.99,27.82,31,HYJ,,,
11-J1965-22 OP,162.88,26.29,20.9,30,HYJ,,,
11-J1965-23 OP,188.27,26.22,28.39,30,HYJ,,,
11-J1966-21 OP,199.01,28.64,40.25,30,HYJ,,,
11-J1966-22 OP,194.43,24.57,33.52,30,HYJ,,,
11-J1966-23 OP,178.29,28.78,35.42,31,HYJ,,,
11-J1967-21 OP,203.32,26.09,29.08,31,HYJ,,,
11-J1967-22 OP,211.8,27.4,32.73,30,HYJ,,,
11-J1967-23 OP,213.12,29.66,36.98,31,HYJ,,,
11-J1968-21 OP,189.16,27.61,32.87,42,LL,,,
11-J1968-22 OP,200.66,27.34,33.18,42,LL,,,
11-J1968-23 OP,156.98,26.76,24.61,42,LL,,,
11-J1969-23 OP,180.95,29.88,29.51,42,LL,,,
11-J1970-21 OP,190.96,28.46,31.79,42,LL,,,
11-J1970-22 OP,205.15,27.25,33.26,42,LL,,,
11-J1970-23 OP,197.08,25.82,34.16,42,LL,,,
11-J1971-21 OP,152.58,27.29,22.63,42,LL,,,
11-J1971-22 OP,184.81,26.91,29.21,42,LL,,,
11-J1971-23 OP,190.99,27.53,31.83,42,LL,,,
11-J1972-21 OP,205.2,25.77,33.84,42,LL,,,
11-J1973-22 OP,177.13,24.76,23.35,42,LL,,,
11-J1973-23 OP,180.4,23.77,25.77,42,LL,,,
11-J1974-21 OP,164.62,26.3,32.05,42,LL,,,
11-J1974-22 OP,176.07,27.93,37.12,42,LL,,,
11-J1975-23 OP,205.38,23.51,27.79,42,LL,,,
11-J1977-21 OP,173.33,25.12,31.4,42,LL,,,
11-J1978-21 OP,175.15,26.18,28.56,42,LL,,,
11-J1978-23 OP,170.02,24.81,20.41,42,LL,,,
11-J1979-21 OP,198.99,28.15,39.92,42,LL,,,
11-J1979-22 OP,182.52,26,26.11,42,LL,,,
11-J1980-23 OP,184.42,29.5,36.04,42,LL,,,
11-J1982-21 OP,181.54,29.84,31.01,42,LL,,,
11-J1982-22 OP,179.84,26.49,30.29,42,LL,,,
11-J1983-21 OP,162,28.46,38.63,42,LL,,,
11-J1983-22 OP,181.72,27.45,42.99,42,LL,,,
11-J1984-22 OP,159.15,28.65,26.48,42,LL,,,
11-J1984-23 OP,187.92,28.01,32.18,42,LL,,,
11-J1986-23 OP,187.68,26.77,27.85,42,LL,,,
11-J1987-21 OP,156.75,29.31,26.02,42,LL,,,
11-J1987-22 OP,171.14,27.68,28.83,42,LL,,,
11-J1987-23 OP,182.53,28.3,35.43,42,LL,,,
11-J1988-21 OP,160.9,25.03,27.37,42,LL,,,
11-J1988-22 OP,195.98,24.97,30.3,42,LL,,,
11-J1988-23 OP,176,26.66,32.1,42,LL,,,
11-J1989-21 OP,175.69,29.48,25.36,42,LL,,,
11-J1989-22 OP,173.26,27.83,24.47,42,LL,,,
11-J1989-23 OP,180.4,27.75,24.91,42,LL,,,
11-J1990-21 OP,180.71,30.71,35.13,42,LL,,,
11-J1990-22 OP,174.72,26.48,29.45,42,LL,,,
