Barcode,Cob_length (mm),Cob_Diameter (mm),Cob_Weight (g),Bag,I,Note,,
11-J1462-23 OP,175.6,27.01,26.47,21,LL,,,
11-J1463-23 OP,175.42,28.11,36.02,21,LL,,,
11-J1464-21 OP,187.67,25.23,28.68,21,LL,,,
11-J1464-23 OP,171.54,26.04,23.44,21,LL,,,
11-J1466-22 OP,188.13,28.74,37.63,21,LL,,,
11-J1466-23 OP,145.21,30.5,24.73,21,LL,,,
11-J1467-21 OP,177.84,28.15,38.49,24,HYJ,,,
11-J1467-22 OP,161.36,28.74,27.4,24,LL,,,
11-J1467-23 OP,156.56,27.38,24.01,24,LL,,,
11-J1468-21 OP,171.9,28.58,42.5,24,LL,,,
11-J1468-23 OP,177.12,30.1,36.92,24,LL,,,
11-J1470-22 OP,155.05,25.85,20.94,24,LL,,,
11-J1470-23 OP,186.16,25.24,25.84,24,LL,,,
11-J1471-21 OP,140.65,30.06,29.31,24,LL,,,
11-J1472-21 OP,172.62,24.38,26.75,24,LL,,,
11-J1472-23 OP,170.25,25.4,23.59,24,LL,,,
11-J1473-22 OP,173.01,26.68,28.11,24,LL,,,
11-J1473-23 OP,175.49,28.47,29.49,24,LL,,,
11-J1474-21 OP,188.27,28.07,32.04,24,LL,,,
11-J1474-22 OP,187.41,32.35,26.28,24,LL,,,
11-J1474-23 OP,167.71,25.62,22.31,24,LL,,,
11-J1475-21 OP,166.97,24.23,24.08,24,LL,,,
11-J1475-22 OP,164.54,27.46,25.68,24,LL,,,
11-J1476-22 OP,127.8,24.47,17.98,24,LL,,,
11-J1478-21 OP,62.47,22.09,7.35,21,LL,,,
11-J1479-21 OP,171.15,28.09,31.2,21,LL,,,
11-J1479-22 OP,181.43,27.69,34.74,21,LL,,,
11-J1481-21 OP,139.03,18.22,9.16,21,LL,,,
11-J1481-22 OP,138.7,25.81,22.74,21,LL,,,
11-J1481-23 OP,140.6,29.42,16.19,21,LL,,,
11-J1485-23 OP,193.28,30.9,33.29,21,LL,,,
11-J1487-22 OP,161.25,28.95,32.94,21,LL,,,
11-J1488-21 OP,117.39,23.4,9.79,2,LL,,,
11-J1489-21 OP,183.35,31.91,35.37,2,LL,,,
11-J1489-22 OP,189.24,28.85,30.82,2,LL,,,
11-J1490-22 OP,163.74,26.71,29.84,2,LL,,,
11-J1491-22 OP,163.1,28.18,26.93,2,LL,,,
11-J1491-23 OP,149.22,24.36,17.07,2,LL,,,
11-J1492-21 OP,159.08,25.78,24.09,2,LL,,,
11-J1494-21 OP,155.89,28.62,25.45,2,LL,,,
11-J1494-22 OP,144.62,28.2,19.09,2,LL,,,
11-J1495-21 OP,157.9,25.27,27.01,2,LL,,,
11-J1495-22 OP,177.5,27.12,25.36,24,HYJ,,,
11-J1496-21 OP,194.75,30.59,29.41,24,LL,,,
11-J1496-22 OP,165.47,25.43,28.52,24,HYJ,,,
11-J1497-21 OP,142.03,26.19,17.41,24,LL,,,
11-J1497-23 OP,152.25,25.43,15.96,24,LL,,,
11-J1498-22 OP,150.3,30.09,26.49,24,HYJ,,,
11-J1498-23 OP,183.71,30.01,28.41,24,LL,,,
11-J1499-22 OP,172.78,28.09,32.51,24,HYJ,,,
11-J1500-22 OP,129.89,20.75,13.35,24,LL,,,
11-J1500-23 OP,142.55,24.84,17.52,24,LL,,,
11-J1501-21 OP,90.54,23.51,8.44,24,LL,,,
11-J1501-22 OP,103.27,23.33,7.47,21,LL,,,
11-J1501-23 OP,93.71,21.2,5.75,21,LL,,,
11-J1502-21 OP,112.28,28.57,14.66,21,LL,,,
11-J1503-21 OP,149.61,26.66,18.21,21,LL,,,
11-J1503-23 OP,130.98,23.71,10.72,21,LL,,,
11-J1504-21 OP,59.21,19.55,2.52,21,LL,,,
11-J1504-22 OP,117.72,31.42,14.5,21,LL,,,
11-J1504-23 OP,152.45,27.21,18.02,21,LL,,,
11-J1505-21 OP,97.1,25.43,9.88,21,LL,,,
11-J1506-21 OP,126.17,23.79,8.68,21,LL,,,
11-J1509-21 OP,174.14,25.2,22.95,21,LL,,,
11-J1509-22 OP,140.7,21.16,12.62,21,LL,,,
11-J1509-23 OP,176.91,26.84,28.02,21,LL,,,
11-J1510-21 OP,117.13,19.49,5.54,21,LL,,,
11-J1510-22 OP,142.79,27.32,14.57,21,LL,,,
11-J1511-21 OP,123.68,25.63,13.34,21,LL,,,
11-J1512-21 OP,146.43,27.21,21.31,21,LL,,,
11-J1513-21 OP,163.7,28.03,26.58,21,LL,,,
11-J1513-22 OP,154.99,25.25,23.44,24,HYJ,,,
11-J1513-23 OP,141.83,25.87,22.98,24,HYJ,,,
11-J1514-21 OP,52.55,20.33,4.01,24,LL,,,
11-J1514-22 OP,172.72,28.97,42.54,24,LL,,,
11-J1515-21 OP,137.77,24.04,15.91,24,HYJ,,,
11-J1515-22 OP,142.61,24.83,17.64,24,HYJ,,,
11-J1515-23 OP,140.24,25.08,20.44,24,HYJ,,,
11-J1516-21 OP,160.33,28.22,24.76,24,HYJ,,,
11-J1516-22 OP,142.97,28.27,22.48,24,LL,,,
11-J1516-23 OP,170.58,27.99,24.45,24,LL,,,
11-J1517-21 OP,95.47,24.44,4.47,24,LL,,,
11-J1518-21 OP,74.77,12.71,1.94,24,HYJ,,,
11-J1518-22 OP,130.91,23.45,15.52,24,LL,,,
11-J1518-23 OP,79.76,17.23,4.49,24,HYJ,,,
11-J1519-23 OP,135.27,27.15,21.1,24,HYJ,,,
11-J1520-21 OP,142.58,30.82,21.49,24,LL,,,
11-J1520-22 OP,104.08,21.3,7.12,24,HYJ,,,
11-J1521-21 OP,155.16,22.61,16.67,24,LL,,,
11-J1521-22 OP,145.5,23.02,14.23,24,LL,,,
11-J1521-23 OP,143.44,21.19,13.85,24,LL,,,
11-J1523-21 OP,158.83,25.48,23.7,24,HYJ,,,
11-J1523-22 OP,143.01,27.53,21.78,24,LL,,,
11-J1523-23 OP,153.21,27.23,25.48,24,HYJ,,,
11-J1524-21 OP,152.18,25.24,23.59,24,HYJ,,,
11-J1525-21 OP,149.62,19.35,9.03,24,LL,,,
11-J1525-22 OP,156.72,19.09,8.83,24,LL,,,
11-J1525-23 OP,125.49,17.69,6.87,24,HYJ,,,
11-J1526-21 OP,100.54,19.82,4.36,21,LL,,,
11-J1526-22 OP,46.83,21.39,1.92,21,LL,half,,
11-J1527-21 OP,100.99,17.56,3.59,21,LL,,,
11-J1527-22 OP,125.07,15.42,5.95,21,LL,,,
11-J1527-23 OP,118.85,18.64,8.62,21,LL,,,
11-J1528-21 OP,94.53,23.21,10.75,21,LL,,,
11-J1529-21 OP,74.64,21.95,5.14,24,HYJ,,,
11-J1529-22 OP,155.84,25.45,25.77,24,LL,,,
11-J1530-21 OP,109.63,26.25,9.76,24,LL,,,
11-J1530-22 OP,154.28,26.19,21.63,24,LL,,,
11-J1530-23 OP,134.86,26.45,18.32,23,LL,,,
11-J1531-21 OP,191.4,16.44,10.71,23,LL,2pieces,,
11-J1533-21 OP,157.01,25.3,21.61,23,LL,,,
11-J1533-22 OP,151.96,24.7,21.51,23,LL,,,
11-J1533-23 OP,118.08,29.11,14.42,21,LL,,,
11-J1534-21 OP,135.4,29.53,19.23,21,LL,,,
11-J1534-22 OP,93.23,22.39,8.78,21,LL,,,
11-J1534-23 OP,138.87,31.36,23.66,21,LL,,,
11-J1535-21 OP,130,27.35,21.8,24,HYJ,,,
11-J1535-22 OP,152.17,26.19,25.06,24,LL,,,
11-J1535-23 OP,112.59,26.77,11.85,24,HYJ,,,
11-J1536-21 OP,144.18,29.13,26.12,24,HYJ,,,
11-J1539-21 OP,119.82,20.62,6.37,24,LL,,,
11-J1539-22 OP,138.01,20.7,12.24,24,LL,,,
11-J1542-22 OP,105.04,28.63,12.32,24,LL,,,
11-J1542-23 OP,109.99,25.84,11.66,24,LL,,,
11-J1544-21 OP,86.94,22.95,7.07,21,LL,,,
11-J1544-22 OP,60.25,18.48,3.12,21,LL,,,
11-J1545-21 OP,110.04,24.87,21.22,21,LL,,,
11-J1545-22 OP,87.54,28.41,13.93,21,LL,,,
11-J1545-23 OP,113.99,23.98,15.2,21,HYJ,,,
11-J1546-21 OP,82.47,21.78,8.4,21,HYJ,,,
11-J1546-22 OP,59.42,21,6.13,21,LL,,,
11-J1546-23 OP,76.98,20.74,6.09,21,LL,,,
11-J1547-22 OP,132.24,20.69,13.78,21,HYJ,,,
11-J1547-23 OP,140.47,24.6,16.01,21,HYJ,,,
11-J1548-21 OP,137.36,24.04,13.86,24,HYJ,,,
11-J1548-22 OP,120.22,23.71,11.97,24,LL,,,
11-J1548-23 OP,113.16,22.04,9.34,24,HYJ,,,
11-J1549-21 OP,145.09,25.52,17.54,24,LL,,,
11-J1549-22 OP,157.33,24.08,17.27,24,HYJ,,,
11-J1549-23 OP,153.58,22.75,14.64,21,LL,,,
11-J1550-23 OP,135.26,25.77,21.16,21,LL,,,
11-J1551-21 OP,145.76,24.88,19.97,21,LL,,,
11-J1551-22 OP,161.54,26.52,22.18,21,LL,,,
11-J1551-23 OP,162.87,28.34,26.11,21,LL,,,
11-J1552-21 OP,194.22,27.71,33.92,24,HYJ,,,
11-J1552-22 OP,188.69,26.94,35.22,24,LL,,,
11-J1553-21 OP,197.82,31.42,39.35,24,LL,,,
11-J1553-22 OP,193.17,28.96,39.85,24,LL,,,
11-J1553-23 OP,202.78,31.05,42.98,24,HYJ,,,
11-J1554-21 OP,181.46,24.62,17.54,24,LL,,,
11-J1554-22 OP,172.51,24.39,20.63,24,LL,,,
11-J1554-23 OP,198.88,24.92,29.74,24,LL,,,
11-J1555-21 OP,184.16,26.71,28.24,24,LL,,,
11-J1555-22 OP,171.6,28.45,31.14,24,HYJ,,,
11-J1555-23 OP,184.33,25.74,33.09,24,LL,,,
11-J1556-21 OP,140.63,27.24,21.89,24,LL,,,
11-J1557-21 OP,180.86,28.74,32.94,24,LL,,,
11-J1557-22 OP,175.48,26.96,29.84,24,LL,,,
11-J1557-23 OP,189.28,26.64,35.48,24,LL,,,
11-J1558-21 OP,188.85,30.54,42.4,24,LL,,,
11-J1558-22 OP,180.7,33.26,40.18,24,LL,,,
11-J1558-23 OP,168.68,29.57,37.43,24,LL,,,
11-J1559-21 OP,165.21,29.18,34.82,24,HYJ,,,
11-J1559-22 OP,181.14,29.59,33.95,24,LL,,,
11-J1560-21 OP,187.19,27.26,28.43,24,HYJ,,,
11-J1560-22 OP,184.71,25.71,29.33,24,LL,,,
11-J1560-23 OP,176.86,24.81,25.99,24,LL,,,
11-J1561-21 OP,164.15,24.68,21.01,24,HYJ,,,
11-J1561-22 OP,167.02,23.99,25.32,24,LL,,,
11-J1562-21 OP,183.88,26.04,29.06,24,LL,,,
11-J1562-22 OP,185.09,27.07,28.19,24,LL,,,
11-J1562-23 OP,184.95,25.18,30.26,24,HYJ,,,
11-J1563-21 OP,172.23,27.34,27.06,24,LL,,,
11-J1563-22 OP,181.58,27.14,30.58,24,LL,,,
11-J1563-23 OP,145.71,27.22,23.7,24,LL,,,
11-J1564-21 OP,176.58,26.4,27.09,24,LL,,,
11-J1564-22 OP,171.7,27.42,28.73,24,LL,,,
11-J1564-23 OP,170,27.98,28.01,24,LL,,,
11-J1565-21 OP,165.42,26.34,29.56,24,LL,,,
11-J1565-22 OP,169.52,27.43,30.71,24,LL,,,
11-J1565-23 OP,181.15,28.05,32.95,24,LL,,,
11-J1566-22 OP,165.41,30.27,33.72,24,HYJ,,,
11-J1567-21 OP,153.46,30.53,32.58,24,HYJ,,,
11-J1567-22 OP,179.38,30.22,30.86,24,LL,,,
11-J1567-23 OP,156.88,27.5,23.41,24,LL,,,
11-J1568-22 OP,148.33,27.13,18.86,24,HYJ,,,
11-J1568-23 OP,150.5,27.2,23.32,24,HYJ,,,
11-J1569-21 OP,173.35,24.65,25.87,24,LL,,,
11-J1569-22 OP,162.37,25.83,22.39,24,HYJ,,,
11-J1569-23 OP,176.59,26.69,25.26,24,HYJ,,,
11-J1570-21 OP,176.95,28.27,30.66,24,HYJ,,,
11-J1570-22 OP,171.38,27.35,26.88,24,LL,,,
11-J1570-23 OP,164.15,30.96,28.72,24,LL,,,
11-J1571-21 OP,175.6,25.17,25.28,24,LL,,,
11-J1573-21 OP,194.86,25.46,30.06,24,LL,,,
11-J1573-22 OP,185.35,26.26,31.29,24,LL,,,
11-J1573-23 OP,180.09,25.95,27.21,24,LL,,,
11-J1574-21 OP,149.32,29.08,24.14,24,HYJ,,,
11-J1574-22 OP,174.66,25.05,30.4,24,LL,,,
11-J1574-23 OP,159.05,27.3,23.96,24,LL,,,
11-J1575-21 OP,162.31,24.64,24.5,24,LL,,,
11-J1575-22 OP,158.95,25.55,24.49,24,HYJ,,,
11-J1575-23 OP,161.45,23.75,25.52,24,LL,,,
11-J1576-21 OP,176.38,25.37,25.93,24,LL,,,
11-J1576-22 OP,184.37,25.36,26.5,24,LL,,,
11-J1576-23 OP,178.7,26.44,26.32,24,LL,,,
11-J1577-21 OP,199.12,29.13,47.06,24,LL,,,
11-J1577-22 OP,182.42,29.95,43.26,24,HYJ,,,
11-J1577-23 OP,197.2,30.25,46.56,24,LL,,,
11-J1578-21 OP,178.83,25.37,27,24,LL,,,
11-J1578-22 OP,152.76,24.06,21,24,LL,,,
11-J1578-23 OP,151.78,26.52,25.03,24,LL,,,
11-J1579-22 OP,159.8,27.94,26.69,24,LL,,,
11-J1580-21 OP,130.87,27.33,24.56,24,LL,,,
11-J1580-23 OP,162.59,29.8,36.48,24,LL,,,
11-J1581-21 OP,197.31,24.93,27.27,24,LL,,,
11-J1581-23 OP,202.45,24.7,33.48,24,LL,,,
11-J1582-21 OP,151.38,27.4,24.5,24,LL,,,
11-J1582-22 OP,128.21,26.72,23.61,24,LL,,,
11-J1582-23 OP,161.53,27.75,27.04,24,LL,,,
11-J1583-21 OP,206.03,26.71,36.78,24,LL,,,
11-J1583-22 OP,163.28,25.99,27.71,24,LL,,,
11-J1583-23 OP,168.79,27.51,27.36,24,LL,,,
11-J1585-21 OP,160.59,28.28,26.85,24,LL,,,
11-J1585-22 OP,166.98,27.17,28.06,24,LL,,,
11-J1585-23 OP,171.01,29.44,30.74,24,LL,,,
11-J1586-21 OP,162.79,27.47,29.42,24,LL,,,
11-J1586-22 OP,147.1,25.24,20.8,24,LL,,,
11-J1586-23 OP,169.55,26.33,25.76,24,LL,,,
11-J1587-21 OP,187.29,26.66,37.84,24,LL,,,
11-J1587-23 OP,172.37,25.18,29.29,24,HYJ,,,
11-J1588-21 OP,187.6,25.46,30.9,24,LL,,,
11-J1588-22 OP,170.93,28.07,27.07,24,LL,,,
11-J1588-23 OP,198.19,25.48,28.82,24,LL,,,
11-J1589-21 OP,165.02,27.23,26,24,LL,,,
11-J1589-23 OP,175.5,26.97,28.18,24,LL,,,
11-J1590-21 OP,177.93,30.78,37.68,24,LL,,,
11-J1590-22 OP,172.28,27.44,28.46,24,LL,,,
11-J1590-23 OP,156.65,28.12,26.88,24,LL,,,
11-J1591-21 OP,167.85,28.82,35.62,24,LL,,,
11-J1591-22 OP,157.31,29.23,32.7,24,LL,,,
11-J1591-23 OP,150.01,29.4,31.22,24,LL,,,
11-J1592-21 OP,167.91,26.6,24.78,24,LL,,,
11-J1592-22 OP,166.13,24.76,25.59,24,LL,,,
11-J1592-23 OP,174.95,24.17,22.71,24,LL,,,
11-J1593-21 OP,163.96,26.86,29.65,24,LL,,,
11-J1593-22 OP,156.61,25.94,24.98,24,LL,,,
11-J1593-23 OP,148.92,26.95,23.86,24,LL,,,
11-J1594-21 OP,182.81,28.31,37.81,24,LL,,,
11-J1594-22 OP,205.49,28.49,36.3,24,LL,,,
11-J1594-23 OP,175.95,30.73,39.41,24,LL,,,
11-J1595-21 OP,156.71,25.57,21.6,24,LL,,,
11-J1595-22 OP,170.87,23.06,20.81,24,LL,,,
11-J1595-23 OP,176.28,25.28,23.37,24,LL,,,
11-J1596-21 OP,154.09,29.26,28.63,24,LL,,,
11-J1596-22 OP,175.48,30.45,36.36,24,LL,,,
11-J1596-23 OP,176.9,27.88,36.24,24,LL,,,
11-J1597-21 OP,168.19,32.08,35.6,24,LL,,,
11-J1597-23 OP,175.24,29.49,39.29,24,LL,,,
11-J1598-21 OP,194.41,24.8,33.15,24,LL,,,
11-J1598-22 OP,164.13,24.03,24.07,24,LL,,,
11-J1598-23 OP,180.26,25.53,28.24,24,LL,,,
11-J1599-22 OP,163.14,28.19,36.1,24,LL,,,
11-J1599-23 OP,181.14,28.7,38.07,24,LL,,,
11-J1600-21 OP,93.79,15.33,4.88,24,HYJ,,,
11-J1602-21 OP,141.79,29.34,26.31,24,LL,,,
11-J1602-22 OP,136.16,29.81,23.04,24,LL,,,
11-J1602-23 OP,126.87,29.76,18.18,24,LL,,,
11-J1603-21 OP,131.85,28.28,21.99,24,LL,,,
11-J1603-22 OP,143.36,27.41,23.12,24,LL,,,
11-J1603-23 OP,160.97,26.7,26.31,24,LL,,,
11-J1605-21 OP,104.73,25.59,9.68,24,LL,,,
11-J1605-22 OP,94,29.12,12.48,24,LL,,,
11-J1606-21 OP,77.76,21.31,4.73,24,LL,half,,
11-J1607-21 OP,137.12,27.49,20.02,24,LL,,,
11-J1607-22 OP,88.61,25.83,5.65,21,LL,,,
11-J1610-21 OP,127.68,29.54,28.43,21,LL,,,
11-J1610-22 OP,87.29,22.94,7.78,21,LL,,,
11-J1610-23 OP,77.57,16.96,4.92,21,LL,,,
11-J1611-21 OP,128.94,27.06,19.72,21,LL,,,
11-J1612-21 OP,71.64,26.22,8.21,21,LL,,,
11-J1613-22 OP,157.01,23.2,19.2,21,LL,,,
11-J1614-22 OP,118.73,21.56,11.61,21,LL,,,
11-J1614-23 OP,117.07,24.82,16.5,21,LL,,,
11-J1615-21 OP,140.3,25.58,17.01,21,LL,,,
11-J1615-23 OP,147.79,25.14,19.64,21,LL,,,
11-J1618-21 OP,142.73,24.72,18.04,21,LL,,,
11-J1618-22 OP,138.11,25.68,16.8,21,LL,,,
11-J1618-23 OP,156.55,23.32,19.41,21,LL,,,
11-J1619-21 OP,83.63,25.13,5.39,21,LL,,,
11-J1619-22 OP,94.18,24.58,4.28,21,LL,,,
11-J1619-23 OP,93.35,22.83,5.5,21,LL,,,
11-J1620-21 OP,155.31,27.54,24.86,21,LL,,,
11-J1620-22 OP,136.61,26.33,21.2,21,LL,,,
11-J1620-23 OP,154.3,26.01,22.52,21,LL,,,
11-J1621-21 OP,104.07,25.96,15.78,21,LL,,,
11-J1622-21 OP,119.11,21.89,7.24,21,LL,,,
11-J1622-23 OP,108.39,24.52,11.5,21,LL,,,
11-J1623-22 OP,134.84,23.02,14.39,21,LL,,,
11-J1623-23 OP,142.24,20.67,13.5,21,LL,,,
11-J1624-21 OP,140.84,29.4,31.57,21,LL,,,
11-J1624-22 OP,142.65,26.55,29.51,21,LL,,,
11-J1624-23 OP,123.53,24.03,19.69,21,LL,,,
11-J1625-21 OP,166.83,23.46,18.46,21,LL,,,
11-J1626-23 OP,111.31,25.45,15.3,21,LL,,,
11-J1627-21 OP,116.18,25.2,11.97,21,LL,,,
11-J1628-21 OP,99.31,21.26,10.06,21,LL,,,
11-J1628-23 OP,151.28,21.18,9.92,21,LL,,,
11-J1630-21 OP,144.73,23.42,14.94,21,LL,,,
11-J1630-22 OP,147.79,22.71,15.47,21,LL,,,
11-J1630-23 OP,147.13,23.64,17.31,21,LL,,,
11-J1631-21 OP,137.12,26.29,20.72,21,LL,,,
11-J1631-22 OP,151.34,26.84,23.93,21,LL,,,
11-J1631-23 OP,130.08,26.9,21.06,21,LL,,,
11-J1632-21 OP,133.81,22.79,12.3,21,LL,,,
11-J1632-22 OP,129.88,21.94,11.77,21,LL,,,
11-J1632-23 OP,134.28,22.31,12.1,21,LL,,,
11-J1633-22 OP,134.42,18.72,13.5,21,LL,,,
11-J1633-23 OP,120,24.83,11.46,21,LL,,,
11-J1634-22 OP,149.54,32.98,23.81,21,LL,,,
11-J1634-23 OP,124.09,27.17,18.84,21,LL,,,
11-J1636-21 OP,153.83,26.98,19.94,21,LL,,,
11-J1636-22 OP,150.36,26.09,23.86,21,LL,,,
11-J1636-23 OP,152.14,27.4,22.63,21,LL,,,
11-J1637-21 OP,140.39,25.32,16.5,21,LL,,,
11-J1637-22 OP,149.71,26,19.3,21,LL,,,
11-J1639-22 OP,148.12,28.67,21.49,21,LL,,,
11-J1640-21 OP,155.22,27.05,26.92,21,LL,,,
11-J1642-22 OP,153.6,28.8,27.61,21,LL,,,
11-J1642-23 OP,104.77,25.91,12.59,21,LL,,,
11-J1643-21 OP,147.44,25.48,22.47,21,LL,,,
11-J1643-22 OP,140.29,27.52,22.98,21,LL,,,
11-J1645-21 OP,151.99,23.97,20.8,21,LL,,,
11-J1646-21 OP,145.58,28.16,26.18,21,LL,,,
11-J1646-22 OP,131.43,27.45,21.42,21,LL,,,
11-J1646-23 OP,141.69,28.37,22.24,21,LL,,,
11-J1647-21 OP,139.06,26.16,8.64,21,LL,,,
11-J1647-22 OP,126.22,25.08,8.24,21,LL,,,
11-J1648-21 OP,136.53,22.05,11,21,LL,,,
11-J1648-22 OP,136.73,22.94,11,21,HYJ,,,
11-J1648-23 OP,81.93,20.52,5.36,21,LL,,,
11-J1649-21 OP,154.05,26,25.85,21,LL,,,
11-J1649-22 OP,138.15,25.93,19.13,21,LL,,,
11-J1649-23 OP,169.8,24.63,25.18,21,LL,,,
11-J1650-21 OP,120.2,19.81,6.5,21,LL,,,
11-J1650-22 OP,126.64,21.35,7.36,21,HYJ,,,
11-J1650-23 OP,110.07,17.23,4.93,21,LL,,,
11-J1651-21 OP,176.52,28.41,30.32,32,HYJ,,,
11-J1651-22 OP,176.75,27.44,33.9,32,LL,,,
11-J1652-21 OP,167.04,29.54,37.95,32,HYJ,,,
11-J1652-23 OP,177.2,28.93,40.45,32,HYJ,,,
11-J1653-21 OP,166.75,27.7,22.71,32,HYJ,,,
11-J1654-21 OP,156.18,24.17,19.51,32,LL,,,
11-J1654-22 OP,162.58,25.68,23.02,32,LL,,,
11-J1654-23 OP,159.44,23.71,21.08,32,HYJ,,,
11-J1655-21 OP,177.29,30.29,40.2,32,HYJ,,,
11-J1655-22 OP,180.89,28.39,37.86,32,LL,,,
11-J1655-23 OP,146.76,29.01,28.19,32,HYJ,,,
11-J1656-21 OP,178.93,29.54,31.76,32,HYJ,,,
11-J1656-22 OP,172.73,28.31,28.93,32,HYJ,,,
11-J1657-21 OP,199.64,27.8,32.33,32,HYJ,,,
11-J1657-22 OP,191.46,30.04,29.74,32,HYJ,,,
11-J1657-23 OP,190.71,27.64,28.75,32,LL,,,
11-J1658-21 OP,201.74,27.79,33.43,32,HYJ,,,
11-J1658-22 OP,204.09,28.08,37.43,32,HYJ,,,
11-J1659-21 OP,150.14,28.06,26.39,32,LL,,,
11-J1659-22 OP,156.96,29.02,27.16,32,LL,,,
11-J1659-23 OP,177.01,29.1,33.59,32,LL,,,
11-J1660-21 OP,156.71,26.32,22.12,32,LL,,,
11-J1660-22 OP,153.35,25.9,22.89,32,HYJ,,,
11-J1660-23 OP,161.3,28.2,23.4,32,LL,,,
11-J1661-21 OP,144.4,25.86,20.86,32,HYJ,,,
11-J1661-22 OP,140.42,24.73,19.96,32,LL,,,
11-J1661-23 OP,135.49,25.38,19.12,32,LL,,,
11-J1662-21 OP,177.01,28.93,41.74,32,HYJ,,,
11-J1662-22 OP,194.56,31.49,50.64,32,LL,,,
11-J1662-23 OP,199.23,29.77,45.91,32,LL,,,
11-J1663-21 OP,168.16,23.94,23.24,32,LL,,,
11-J1663-22 OP,156.92,24.57,21.37,32,LL,,,
11-J1663-23 OP,170.59,25.36,25.76,32,LL,,,
11-J1664-21 OP,171.96,29.35,31.19,32,LL,,,
11-J1664-22 OP,203.37,30.48,38,32,LL,,,
11-J1664-23 OP,179.62,30.47,29.41,32,LL,,,
11-J1665-21 OP,152.46,30.41,29.48,32,LL,,,
11-J1665-22 OP,166.64,29.99,31.72,32,LL,,,
11-J1665-23 OP,163.48,29.85,31.66,32,LL,,,
11-J1666-21 OP,187.16,25.58,25.81,32,LL,,,
11-J1666-23 OP,166.16,25.33,23.38,32,LL,,,
11-J1667-21 OP,148.83,27.77,37.47,32,HYJ,,,
11-J1667-22 OP,145.15,27.14,34.23,32,HYJ,,,
11-J1667-23 OP,154.4,27.2,33.5,32,HYJ,,,
11-J1668-21 OP,170.17,24.35,23.85,32,HYJ,,,
11-J1668-23 OP,142.9,26.12,21.13,32,HYJ,,,
11-J1669-21 OP,179.24,26.38,30.11,32,LL,,,
11-J1669-22 OP,174.39,26.15,27.48,32,LL,,,
11-J1669-23 OP,181.18,27.55,33.15,32,LL,,,
11-J1670-21 OP,158.22,27.15,25.05,32,HYJ,,,
11-J1670-22 OP,183.21,26.77,32.68,32,LL,,,
11-J1670-23 OP,152.93,29.46,31.6,32,HYJ,,,
11-J1671-21 OP,159.86,28.32,30.94,32,HYJ,,,
11-J1672-21 OP,178.56,28.72,29.3,32,LL,,,
11-J1672-23 OP,168.49,28.44,27.34,32,LL,,,
11-J1673-21 OP,180.8,28.6,33.18,32,HYJ,,,
11-J1673-22 OP,182.91,29.46,36.82,32,HYJ,,,
11-J1673-23 OP,198.55,30,44.79,32,LL,,,
11-J1674-21 OP,186.4,28.03,31.18,32,LL,,,
11-J1674-22 OP,177.26,28.05,33.5,32,LL,,,
11-J1674-23 OP,196.8,29.95,41.76,32,LL,,,
11-J1675-21 OP,202.17,26.99,34.13,32,HYJ,,,
11-J1675-22 OP,190.25,25.63,27.41,32,HYJ,,,
11-J1675-23 OP,183.66,26.96,26.77,32,HYJ,,,
11-J1676-21 OP,157.22,25.16,22.09,32,HYJ,,,
11-J1676-22 OP,203.75,28.44,36.59,32,LL,,,
11-J1676-23 OP,208.24,25.23,33.54,32,HYJ,,,
11-J1678-23 OP,196.05,23.88,27.56,32,LL,,,
11-J1679-22 OP,166.32,27.85,32.86,32,LL,,,
11-J1686-22 OP,157.09,23.91,19.33,32,LL,,,
11-J1689-21 OP,205.75,26.09,28.64,66,HYJ,,,
11-J1689-23 OP,208.07,25.53,28.55,66,LL,,,
11-J1693-23 OP,153.43,27.59,30.58,66,LL,,,
11-J1694-21 OP,178.71,26.07,26.8,66,LL,,,
11-J1694-23 OP,204,26.39,31.68,66,LL,,,
11-J1695-22 OP,211.62,27.97,43.34,66,LL,,,
11-J1698-23 OP,188.7,28.91,41.24,66,LL,,,
11-J1699-22 OP,170.11,28.43,37.58,66,LL,,,
11-J1703-21 OP,110.83,24.95,12.63,66,HYJ,,,
11-J1703-22 OP,102.2,22.95,10.49,66,HYJ,,,
11-J1703-23 OP,116.32,17.33,8.88,66,HYJ,,,
11-J1704-23 OP,112.75,23.98,12.88,32,HYJ,,,
11-J1707-21 OP,141.02,27.41,22.82,32,LL,,,
11-J1708-21 OP,115.03,23.77,15.36,32,HYJ,,,
11-J1708-22 OP,112.65,22.66,14.14,32,HYJ,,,
11-J1710-21 OP,96.93,33.48,16.88,66,HYJ,,,
11-J1710-22 OP,83.16,23.89,8.23,66,HYJ,,,
11-J1711-21 OP,146.53,26.65,19.6,32,HYJ,,,
11-J1711-23 OP,126.16,25.98,17.04,32,HYJ,,,
11-J1712-21 OP,102.38,21.19,4.9,66,HYJ,,,
11-J1713-21 OP,146.44,24.95,16.44,66,HYJ,,,
11-J1714-23 OP,135.69,23.67,18.04,32,HYJ,,,
11-J1715-21 OP,133.31,23.27,13.79,32,LL,,,
11-J1715-23 OP,129.62,24.35,15.88,32,HYJ,,,
11-J1716-21 OP,121.47,18.64,8.83,66,HYJ,,,
11-J1716-23 OP,117.51,17.55,5.55,66,HYJ,,,
11-J1717-22 OP,120.04,20.1,9.25,32,HYJ,,,
