pedigree,seed count,seed note,total seed weight,AKW,hand count,box,time,initial,macine
11-1754-23 OP,11,,3.4,,,14,,LL,
11-1755-21 OP,140,,49.32,,,14,,LL,
11-1755-22 OP,18,,7.12,,,14,,LL,
11-1755-23 OP,303,,78.71,,,14,,LL,
11-1756-21 OP,65,,18.41,,,14,,HYJ,0
11-1756-22 OP,95,,29.92,,,14,,LL,
11-1756-23 OP,156,,48.82,,,14,,LL,
11-1757-21 OP,107,,29.91,,,14,,HYJ,0
11-1757-22 OP,153,,41.04,,,14,,LL,
11-1757-23 OP,87,,22.6,,,14,,LL,
11-1758-21 OP,263,,89.29,,,14,,HYJ,0
11-1758-22 OP,371,,104.12,,,14,,LL,
11-1758-23 OP,352,,95.26,,,14,,LL,
11-1759-21 OP,471,,105.34,,,14,,LL,
11-1759-22 OP,59,,96.13,,,14,,LL,
11-1759-23 OP,379,,129.97,,,14,,LL,
11-1760-21 OP,51,,13.8,,,14,,HYJ,0
11-1760-22 OP,15,,4.06,,,14,,HYJ,0
11-1760-23 OP,59,,16.45,,,14,,HYJ,0
11-1761-21 OP,239,,75.72,,,14,,LL,
11-1761-22 OP,274,,76.37,,,14,,HYJ,0
11-1761-23 OP,161,,51.8,,,14,,LL,
11-1762-21 OP,436,,90.47,,,14,,HYJ,0
11-1762-22 OP,382,,88.34,,,14,,LL,
11-1762-23 OP,326,,73.45,,,14,,LL,
11-1763-21 OP,365,,89.07,,,14,,LL,
11-1763-22 OP,441,,120.26,,,14,,HYJ,0
11-1763-23 OP,187,,65.68,,,14,,LL,
11-1764-21 OP,121,,44.35,,,14,,LL,
11-1764-22 OP,218,,68.2,,,14,,LL,
11-1764-23 OP,180,,56.97,,,14,,HYJ,0
11-1765-21 OP,281,,68.88,,,14,,LL,
11-1765-22 OP,30,,7.82,,,14,,LL,
11-1765-23 OP,110,,24.17,,,14,,LL,
11-1766-21 OP,306,,78.72,,,14,,LL,
11-1766-22 OP,410,,111.5,,,14,,LL,
11-1766-23 OP,329,,54.82,,,14,,LL,
11-1767-21 OP,358,,88.97,,,14,,HYJ,0
11-1767-22 OP,198,,54.21,,,14,,LL,
11-1767-23 OP,297,,83.42,,,14,,LL,
11-1768-21 OP,96,,35.33,,,14,,HYJ,0
11-1768-22 OP,205,,57.22,,,14,,LL,
11-1768-23 OP,85,,22.95,,,14,,HYJ,0
11-1769-21 OP,222,,61.56,,,14,,LL,
11-1769-22 OP,370,,109,,,6,,,
11-1769-23 OP,607,,124.76,,,4,,HYJ,
11-1771-21 OP,220,,53.54,,,5,,HYJ,
11-1772-21 OP,231,,42.63,,,5,,LL,
11-1772-22 OP,245,,48.68,,,5,,LL,
11-1772-23 OP,113,,31.32,,,5,,HYJ,
11-1773-21 OP,189,,59.48,,,5,,HYJ,
11-1774-22 OP,255,,65.77,,,5,,HYJ,
11-1775-21 OP,75,,18.91,,,5,,LL,
11-1775-23 OP,394,,73.65,,,5,,LL,
11-1776-22 OP,316,,65.42,,,5,,HYJ,
11-1776-23 OP,176,,37.6,,,4,,HYJ,
11-1777-21 OP,409,,114.05,,,4,,HYJ,
11-1777-23 OP,186,,62.87,,,4,,HYJ,
11-1778-21 OP,333,,92.23,,,4,,LL,
11-1778-22 OP,312,,90.06,,,4,,HYJ,
11-1778-23 OP,159,,44.42,,,4,,HYJ,
11-1779-21 OP,214,,50.71,,,4,,LL,
11-1779-23 OP,161,,38.56,,,4,,LL,
11-1781-21 OP,321,,100.4,,,4,,LL,
11-1781-22 OP,428,,97.22,,,4,,LL,
11-1781-23 OP,447,,115.94,,,4,,LL,
11-1782-22 OP,169,,38.77,,,4,,HYJ,
11-1782-23 OP,282,,47.19,,,4,,HYJ,
11-1783-21 OP,239,,63.4,,,4,,HYJ,
11-1783-22 OP,56,,16.63,,,4,,HYJ,
11-1783-23 OP,258,,80.18,,,5,,HYJ,
11-1784-21 OP,503,,91.61,,,5,,LL,
11-1784-23 OP,318,,71.47,,,5,,HYJ,
11-1785-21 OP,585,,101.82,,,4,,HYJ,
11-1785-22 OP,393,,83.08,,,4,,LL,
11-1785-23 OP,473,,62.33,,,4,,HYJ,
11-1786-21 OP,297,,54.7,,,4,,LL,
11-1786-22 OP,330,,66.24,,,4,,HYJ,
11-1786-23 OP,161,,40.38,,,5,,HYJ,
11-1787-21 OP,96,,30.65,,,5,,LL,
11-1787-22 OP,308,,82.79,,,5,,HYJ,
11-1787-23 OP,420,,102.18,,,5,,LL,
11-1788-21 OP,280,,62.67,,,4,,HYJ,
11-1788-22 OP,152,,52.41,,,5,,HYJ,
11-1788-23 OP,248,,65.89,,,5,,HYJ,
11-1789-21 OP,264,,85.81,,,4,,HYJ,
11-1789-22 OP,10,,3.8,,,4,,LL,
11-1790-21 OP,271,,92.5,,,4,,LL,
11-1790-22 OP,201,,50.98,,,4,,HYJ,
11-1790-23 OP,191,,70.43,,,5,,HYJ,
11-1792-21 OP,370,,59.13,,,5,,LL,
11-1792-22 OP,357,,81.97,,,5,,HYJ,
11-1792-23 OP,194,,44.65,,,5,,HYJ,
11-1793-21 OP,384,,97.4,,,5,,HYJ,
11-1793-22 OP,472,,100.38,,,5,,HYJ,
11-1793-23 OP,427,,94.18,,,5,,LL,
11-1794-21 OP,243,,73.1,,,5,,HYJ,
11-1794-22 OP,420,,94.2,,,5,,HYJ,
11-1794-23 OP,669,,139.27,,,5,,LL,
11-1795-21 OP,483,,104.96,,,5,,HYJ,
11-1795-22 OP,138,,51.14,,,5,,HYJ,
11-1795-23 OP,105,,41.09,,,5,,HYJ,
11-1796-21 OP,247,,50.41,,,5,,HYJ,
11-1796-22 OP,444,,106.21,,,5,,LL,
11-1796-23 OP,333,,73.84,,,5,,HYJ,
11-1797-21 OP,252,,54.91,,,5,,HYJ,
11-1797-22 OP,461,,91.05,,,5,,HYJ,
11-1797-23 OP,570,,136.13,,,4,,HYJ,
11-1798-21 OP,220,,67.07,,,5,,HYJ,
11-1798-23 OP,212,,59.68,,,5,,HYJ,
11-1800-21 OP,387,,88.81,,,5,,HYJ,
11-1800-22 OP,289,,80.8,,,5,,LL,
11-1800-23 OP,241,,62.7,,,5,,HYJ,
11-1801-21 OP,188,,48.98,,,5,,HYJ,
11-1801-22 OP,162,,38.65,,,5,,HYJ,
11-1801-23 OP,116,,29.2,,,6,,,
11-1802-21 OP,95,,24.07,,,6,,LL,
11-1802-23 OP,85,,23.88,,,6,,LL,
11-1803-21 OP,524,,135.92,,,5,,HYJ,
11-1803-22 OP,401,,110.95,,,6,,,
11-1803-23 OP,404,,104.49,,,6,,LL,
11-1804-21 OP,368,,128.74,,,5,,HYJ,
11-1804-22 OP,484,,133.36,,,5,,HYJ,
11-1804-23 OP,363,,121.85,,,5,,HYJ,
11-1805-21 OP,405,,126.47,,,6,,,
11-1805-22 OP,365,,115.96,,,5,,HYJ,
11-1805-23 OP,229,,75.26,,,5,,HYJ,
11-1806-21 OP,182,,43.7,,,5,,LL,
11-1807-21 OP,317,,75.99,,,5,,HYJ,
11-1807-22 OP,393,,72.22,,,5,,HYJ,
11-1807-23 OP,489,,63.7,,,6,,,
11-1809-21 OP,362,,93.55,,,5,,HYJ,
11-1809-22 OP,129,,43.2,,,6,,,
11-1809-23 OP,215,,64.2,,,5,,HYJ,
11-1810-21 OP,104,,26.78,,,5,,LL,
11-1810-22 OP,262,,61.68,,,5,,HYJ,
11-1811-21 OP,352,,79.59,,,5,,LL,
11-1811-23 OP,417,,80.11,,,5,,LL,
11-1812-22 OP,99,,27.38,,,5,,LL,
11-1812-23 OP,98,,31.42,,,5,,LL,
11-1813-21 OP,365,,108.73,,,5,,LL,
11-1813-22 OP,236,,61.69,,,5,,HYJ,
11-1813-23 OP,429,,93.01,,,5,,LL,
11-1814-21 OP,90,,31,,,5,,HYJ,
11-1814-22 OP,177,,22.54,,,5,,HYJ,
11-1815-22 OP,115,,32.06,,,6,,,
11-1815-23 OP,287,,67.36,,,5,,HYJ,
11-1816-21 OP,195,,52.21,,,5,,HYJ,
11-1816-22 OP,62,,17.9,,,5,,LL,
11-1816-23 OP,241,,57.47,,,5,,LL,
11-1817-22 OP,405,,126.05,,,5,,LL,
11-1817-23 OP,376,,124.78,,,5,,HYJ,
11-1818-22 OP,59,,18.25,,,5,,HYJ,
11-1818-23 OP,273,,74.82,,,5,,HYJ,
11-1819-21 OP,259,,68.4,,,5,,HYJ,
11-1819-22 OP,234,,65.92,,,5,,HYJ,
11-1819-23 OP,88,,20.85,,,5,,LL,
11-1841-21 OP,215,,73.76,,,8,,,
11-1841-22 OP,264,,85.03,,,8,,,
11-1842-21 OP,415,,102.92,,,8,,,
11-1842-22 OP,384,,46.22,,,8,,,
11-1842-23 OP,319,,76.02,,,8,,,
11-1843-21 OP,305,,93.02,,,8,,LL,
11-1843-22 OP,105,,34.57,,,8,,,
11-1844-21 OP,258,,64.03,,,8,,,
11-1844-22 OP,251,,83.68,,,8,,,
11-1844-23 OP,85,,21.6,,,8,,,
11-1845-21 OP,392,,105.46,,,8,,,
11-1845-22 OP,357,,104.64,,,8,,,
11-1845-23 OP,197,,67.2,,,8,,,
11-1851-21 OP,417,,99.81,,,8,,,
11-1851-22 OP,425,,97.06,,,8,,,
11-1851-23 OP,482,,114.73,,,8,,,
11-1852-22 OP,422,,112.49,,,8,,,
11-1852-23 OP,394,,111.2,,,8,,,
11-1853-21 OP,330,,90.06,,,8,,,
11-1853-22 OP,170,,63.82,,,8,,,
11-1853-23 OP,391,,98.77,,,8,,,
11-1854-21 OP,326,,105.64,,,8,,,
11-1854-22 OP,232,,77.67,,,8,,,
11-1854-23 OP,84,,28.01,,,8,,,
11-1855-21 OP,367,,93.16,,,8,,,
11-1855-22 OP,174,,53.32,,,8,,,
11-1855-23 OP,420,,92.68,,,8,,,
11-1874-21 OP,418,,74.5,,,5,,HYJ,
11-1874-22 OP,441,,66.23,,,5,,HYJ,
11-1875-21 OP,152,,38.3,,,5,,HYJ,
11-1875-22 OP,167,,41.12,,,6,,,
11-1876-21 OP,149,,48.67,,,6,,LL,
11-1876-22 OP,471,,108.53,,,6,,,
11-1876-23 OP,453,,124.18,,,5,,HYJ,
11-1877-21 OP,474,,87.07,,,5,,LL,
11-1877-22 OP,147,,42.03,,,5,,HYJ,
11-1877-23 OP,531,,116.41,,,5,,HYJ,
11-1878-21 OP,333,,50.44,,,5,,HYJ,
11-1878-23 OP,312,,49.05,,,5,,HYJ,
11-1879-22 OP,277,,50.86,,,6,,,
11-1879-23 OP,148,,27.47,,,5,,HYJ,
11-1880-21 OP,101,,27.67,,,5,,HYJ,
11-1881-21 OP,352,,88.73,,,5,,HYJ,
11-1881-22 OP,94,,27.08,,,5,,HYJ,
11-1881-23 OP,341,,84.22,,,6,,,
11-1883-21 OP,374,,89.56,,,5,,HYJ,
11-1883-22 OP,236,,35.48,,,5,,HYJ,
11-1883-23 OP,286,,62.64,,,5,,HYJ,
11-1884-21 OP,309,,63.94,,,6,,,
11-1884-22 OP,302,,54.62,,,5,,HYJ,
11-1885-21 OP,294,,76.72,,,5,,HYJ,
11-1885-22 OP,112,,29.35,,,5,,HYJ,
11-1885-23 OP,223,,56.31,,,5,,HYJ,
11-1886-21 OP,398,,108.92,,,5,,HYJ,
11-1886-22 OP,345,,94.49,,,5,,HYJ,
11-1886-23 OP,91,,32.93,,,5,,HYJ,
11-1887-21 OP,377,,77.69,,,5,,HYJ,
11-1887-22 OP,73,,22.73,,,6,,,
11-1887-23 OP,170,,49.75,,,5,,HYJ,
11-1888-21 OP,59,,20.93,,,5,,LL,
11-1888-22 OP,34,,13.37,,,5,,HYJ,
11-1889-21 OP,0,,23.75,,,5,,LL,
11-1889-22 OP,222,,62.35,,,5,,HYJ,
11-1889-23 OP,198,,70.13,,,5,,HYJ,
11-1890-21 OP,35,,9.27,,,5,,HYJ,
11-1891-21 OP,440,,85.23,,,5,,LL,
11-1891-22 OP,441,,90.49,,,4,,HYJ,
11-1891-23 OP,480,,96.14,,,5,,HYJ,
11-1892-21 OP,232,,51.43,,,5,,HYJ,
11-1892-22 OP,286,,56.09,,,5,,HYJ,
11-1893-21 OP,613,,129.52,,,5,,LL,
11-1893-22 OP,197,,59.67,,,5,,HYJ,
11-1893-23 OP,495,,77.34,,,4,,HYJ,
11-1894-21 OP,82,,31.84,,,5,,HYJ,
11-1895-21 OP,243,,51.47,,,5,,HYJ,
11-1895-22 OP,465,,64.47,,,5,,HYJ,
11-1895-23 OP,353,,44.15,,,4,,HYJ,
11-1896-21 OP,90,,24.43,,,4,,HYJ,
11-1896-22 OP,272,,78.36,,,5,,HYJ,
11-1897-21 OP,111,,30.05,,,5,,HYJ,
11-1897-22 OP,376,,98.55,,,5,,HYJ,
11-1898-21 OP,321,,60.41,,,5,,HYJ,
11-1898-22 OP,333,,61.91,,,5,,HYJ,
11-1898-23 OP,58,,80.89,,,5,,LL,
11-1899-21 OP,498,,122.7,,,5,,HYJ,
11-1899-22 OP,385,,78.58,,,6,,,
11-1899-23 OP,426,,114.75,,,6,,LL,
11-1900-21 OP,305,,67.42,,,5,,HYJ,
11-1900-22 OP,455,,111.87,,,4,,HYJ,
11-1900-23 OP,347,,81.27,,,4,,LL,
11-1901-21 OP,404,,69.61,,,4,,LL,
11-1901-22 OP,294,,68.02,,,4,,LL,
11-1901-23 OP,454,,91.03,,,4,,LL,
11-1902-21 OP,87,,26.43,,,4,,LL,
11-1902-22 OP,198,,52.22,,,8,,,
11-1902-23 OP,156,,35.56,,,8,,LL,
11-1903-21 OP,280,,83.84,,,8,,LL,
11-1903-22 OP,316,,106.62,,,8,,,
11-1903-23 OP,419,,106.11,,,8,,LL,
11-1904-21 OP,425,,98.3,,,8,,LL,
11-1904-22 OP,108,,29.82,,,8,,LL,
11-1904-23 OP,404,,81.48,,,8,,,
11-1905-21 OP,203,,48.2,,,8,,,
11-1905-22 OP,168,,45.45,,,8,,LL,
11-1905-23 OP,179,,51.62,,,8,,LL,
11-1906-21 OP,97,,23.52,,,8,,LL,
11-1907-21 OP,88,,20.29,,,5,,HYJ,
11-1907-22 OP,105,,29.06,,,5,,LL,
11-1908-21 OP,96,,28.92,,,5,,LL,
11-1908-22 OP,31,,11.01,,,5,,HYJ,
11-1908-23 OP,216,,60.43,,,5,,LL,
11-1909-21 OP,331,,69.57,,,5,,LL,
11-1909-22 OP,455,,61.17,,,8,,,
11-1909-23 OP,279,,67.39,,,8,,,
11-1910-21 OP,292,,59.08,,,8,,,
11-1910-22 OP,452,,75.25,,,8,,LL,
11-1910-23 OP,418,,60.56,,,8,,LL,
11-1911-22 OP,102,,27.34,,,6,,,
11-1911-23 OP,144,,33.11,,,6,,LL,
11-1912-22 OP,82,,23.06,,,6,,,
11-1913-21 OP,269,,75.83,,,6,,LL,
11-1913-22 OP,96,,13.88,,,6,,LL,
11-1913-23 OP,366,1/2 mold,90.6,,,6,,,
11-1914-21 OP,507,,113.87,,,6,,,
11-1914-22 OP,212,,46.12,,,6,,LL,
11-1915-21 OP,478,,118.95,,,6,,LL,
11-1915-22 OP,387,,95.61,,,6,,LL,
11-1915-23 OP,62,,18.12,,,6,,LL,
11-1916-21 OP,259,,84.12,,,6,,,
11-1916-22 OP,443,,120.64,,,6,,LL,
11-1916-23 OP,352,,88.12,,,6,,LL,
11-1917-21 OP,78,,23.61,,,6,,,
11-1917-22 OP,174,,38.81,,,6,,LL,
11-1918-21 OP,98,,25.78,,,6,,,
11-1918-23 OP,227,,57.92,,,6,,,
11-1920-21 OP,56,,13.33,,,6,,LL,
11-1920-22 OP,349,,95.36,,,6,,LL,
11-1920-23 OP,33,,10.77,,,6,,LL,
11-1921-21 OP,333,,95.4,,,6,,LL,
11-1921-22 OP,393,,92.72,,,6,,,
11-1921-23 OP,329,,70.39,,,6,,,
11-1922-21 OP,327,,70.9,,,6,,,
11-1922-22 OP,177,,54.83,,,6,,LL,
11-1922-23 OP,321,,53.85,,,6,,,
11-1923-22 OP,267,,72.63,,,6,,LL,
11-1923-23 OP,190,,54.2,,,6,,LL,
11-1924-21 OP,417,,64.96,,,6,,LL,
11-1924-22 OP,265,,55.5,,,6,,,
11-1926-21 OP,191,,42.19,,,6,,,
11-1926-23 OP,218,,36.04,,,6,,,
11-1927-21 OP,177,,28.52,,,6,,LL,
11-1927-22 OP,75,,16.63,,,6,,LL,
11-1928-21 OP,178,,44.09,,,6,,,
11-1928-23 OP,100,,27.59,,,6,,,
11-1929-21 OP,168,,58,,,6,,,
11-1930-21 OP,245,,49.36,,,6,,LL,
11-1930-22 OP,149,,50.46,,,6,,LL,
11-1930-23 OP,172,,53.32,,,6,,,
11-1932-22 OP,135,,42.97,,,6,,,
11-1932-23 OP,56,,18.44,,,8,,,
11-1933-21 OP,251,,88.07,,,8,,LL,
11-1933-22 OP,185,,56.58,,,6,,,
11-1933-23 OP,99,,36.55,,,6,,LL,
11-1934-22 OP,109,,31.07,,,6,,LL,
11-1935-21 OP,55,,18.46,,,6,,LL,
11-1935-23 OP,153,,47.74,,,6,,LL,
11-1936-21 OP,149,,47.91,,,6,,LL,
11-1936-22 OP,111,,36.26,,,6,,LL,
11-1936-23 OP,392,,101.73,,,6,,,
11-1937-21 OP,337,,65.85,,,8,,,
11-1937-22 OP,133,,38.64,,,8,,LL,
11-1937-23 OP,265,,65.74,,,6,,,
11-1938-23 OP,199,,65.7,,,6,,LL,
11-1939-21 OP,47,,99.74,,,6,,LL,
11-1939-22 OP,552,,106.41,,,6,,LL,
11-1939-23 OP,674,,98.55,,,6,,,
11-1940-21 OP,37,,9.63,,,6,,,
11-1940-22 OP,95,,29.49,,,6,,,
11-1940-23 OP,253,,73.22,,,6,,LL,
11-1941-21 OP,171,,45.86,,,6,,,
11-1941-22 OP,378,,69.95,,,6,,,
11-1941-23 OP,374,,75.76,,,6,,LL,
11-1942-21 OP,229,,58.2,,,6,,,
11-1942-22 OP,400,,77.99,,,6,,LL,
11-1942-23 OP,221,,51.99,,,6,,,
11-1943-21 OP,249,,83.6,,,6,,LL,
11-1943-22 OP,370,,100.76,,,6,,,
11-1943-23 OP,285,,88.34,,,6,,LL,
11-1944-21 OP,423,,112.12,,,8,,,
11-1944-22 OP,482,,129.43,,,8,,,
11-1944-23 OP,376,,111.62,,,8,,,
11-1945-21 OP,300,,79.81,,,6,,,
11-1945-22 OP,312,,77.66,,,6,,LL,
11-1945-23 OP,270,,74.55,,,6,,LL,
11-1945-23 OP,109,,30,,,6,,LL,
11-1946-22 OP,287,,87.74,,,6,,,
11-1946-23 OP,345,,95.8,,,6,,LL,
11-1948-21 OP,322,,97.6,,,6,,LL,
11-1948-22 OP,245,,56.34,,,6,,,
11-1948-23 OP,170,,42.46,,,6,,LL,
11-1949-21 OP,64,,16.8,,,6,,LL,
11-1949-22 OP,101,,26.54,,,6,,,
11-1949-23 OP,405,,61.49,,,6,,,
11-1950-21 OP,141,,48.66,,,6,,LL,
11-1951-21 OP,188,,43.15,,,6,,,
11-1952-21 OP,236,,48.1,,,6,,LL,
11-1952-22 OP,442,,70.92,,,6,,LL,
11-1952-23 OP,106,,33.83,,,6,,,
11-1955-21 OP,298,,59.65,,,6,,LL,
11-1955-22 OP,128,,30.17,,,6,,LL,
11-1955-23 OP,306,,90.03,,,6,,,
11-1956-21 OP,301,,43.5,,,6,,LL,
11-1956-22 OP,392,,54.21,,,8,,,
11-1956-23 OP,365,,51.23,,,8,,,
11-1956-23 OP,393,,110.66,,,8,,,
11-1957-22 OP,347,,104.68,,,8,,,
11-1957-23 OP,332,,95.53,,,6,,,
11-1958-21 OP,252,,69.22,,,8,,,
11-1958-22 OP,148,,51.23,,,6,,,
11-1958-23 OP,304,,74,,,6,,,
11-1959-21 OP,467,,98.21,,,6,,,
11-1959-22 OP,440,,79.69,,,6,,,
11-1959-23 OP,142,,43.8,,,6,,,
11-1960-21 OP,359,,88.18,,,6,,LL,
11-1960-22 OP,124,,38.78,,,6,,,
11-1960-23 OP,303,,64.22,,,6,,,
11-1961-21 OP,428,,78.42,,,6,,,
11-1961-22 OP,216,,50.5,,,6,,LL,
11-1961-23 OP,310,,67.73,,,8,,,
11-1962-21 OP,55,,15.53,,,6,,,
11-1963-21 OP,177,,42.84,,,6,,,
11-1964-22 OP,94,,30.51,,,6,,,
11-1964-23 OP,60,,16.36,,,6,,LL,
11-1965-21 OP,258,,72.36,,,6,,LL,
11-1966-21 OP,95,,20.07,,,6,,LL,
11-1966-22 OP,371,,69.4,,,6,,LL,
11-1966-23 OP,368,,75.4,,,6,,LL,
11-1968-21 OP,232,,85.24,,,8,,,
11-1968-22 OP,63,,23.52,,,6,,,
11-1968-23 OP,281,,83,,,6,,LL,
11-1969-21 OP,223,,46.98,,,6,,LL,
11-1970-21 OP,331,,46.35,,,8,,,
11-1970-22 OP,320,,86.54,,,7,,LL,
11-1971-21 OP,375,,90.73,,,8,,,
11-1972-21 OP,365,,96.21,,,6,,,
11-1972-23 OP,123,,40.23,,,6,,,
11-1973-21 OP,249,,60.99,,,8,,,
11-1973-22 OP,74,,26.76,,,8,,,
11-1974-21 OP,356,,58.49,,,8,,LL,
11-1974-22 OP,416,,75.09,,,8,,,
11-1974-23 OP,724,,82.8,,,6,,,
11-1977-22 OP,164,,57.01,,,6,,LL,
11-1977-23 OP,71,,18.94,,,6,,LL,
11-1978-21 OP,302,,95.08,,,6,,,
11-1978-22 OP,298,,93.17,,,6,,LL,
11-1978-23 OP,412,,144.79,,,6,,,
11-1979-22 OP,126,,31.83,,,6,,,
11-1980-21 OP,399,,77.8,,,8,,,
11-1980-22 OP,389,,68.47,,,6,,,
11-1980-23 OP,404,,95.88,,,6,,,
11-1981-23 OP,16,,4.41,,,5,,HYJ,
11-1982-21 OP,398,,56.86,,,5,,LL,
11-1982-22 OP,168,,30.92,,,5,,LL,
11-1982-23 OP,247,,60.36,,,5,,LL,
11-1983-21 OP,472,,112.22,,,5,,LL,
11-1983-22 OP,375,,68.17,,,5,,LL,
11-1983-23 OP,384,,73.22,,,5,,LL,
11-1984-21 OP,328,,87.23,,,5,,LL,
11-1984-22 OP,348,,52.09,,,5,,LL,
11-1984-23 OP,217,,67.06,,,6,,,
11-1985-21 OP,15,,5.28,,,4,,HYJ,
11-1985-22 OP,19,,5.83,,,4,,LL,
11-1986-21 OP,244,,43.64,,,6,,,
11-1986-22 OP,298,,85.32,,,6,,LL,
11-1986-23 OP,106,,29.16,,,6,,,
11-1987-21 OP,162,,51.73,,,6,,,
11-1987-22 OP,124,,40.95,,,6,,LL,
11-1987-23 OP,375,,96.68,,,6,,LL,
11-1988-21 OP,279,,55.87,,,6,,LL,
11-1988-22 OP,300,,46.77,,,6,,LL,
11-1988-23 OP,210,,43.05,,,6,,LL,
11-1989-21 OP,452,,110.55,,,6,,LL,
11-1989-22 OP,188,,40.63,,,6,,LL,
11-1989-23 OP,61,,18.84,,,6,,LL,
11-1990-21 OP,189,,43.32,,,6,,,
11-1990-23 OP,276,,59.75,,,6,,,
11-1991-22 OP,307,,73.2,,,6,,LL,
11-1994-21 OP,452,,93.43,,,6,,LL,
11-1994-22 OP,465,,88.93,,,6,,LL,
11-1994-23 OP,505,,99.14,,,6,,LL,
11-1995-21 OP,207,,49.16,,,6,,,
11-1995-22 OP,147,,40.43,,,6,,LL,
11-1995-23 OP,276,,58.07,,,6,,LL,
11-1997-21 OP,41,,12.1,,,6,,LL,
11-1997-22 OP,186,,61.19,,,6,,LL,
11-1997-23 OP,129,,39.12,,,6,,LL,
11-1998-21 OP,153,,38.72,,,6,,LL,
11-1998-22 OP,128,,37.64,,,6,,LL,
11-1998-23 OP,70,,19.37,,,6,,LL,
11-1999-21 OP,161,,30.81,,,6,,LL,
11-1999-22 OP,199,,60.43,,,6,,,
11-1999-23 OP,147,,41.61,,,8,,,
11-2000-21 OP,157,,37.07,,,4,,HYJ,
11-2000-23 OP,315,,75.65,,,4,,LL,
11-2001-21 OP,165,,45.74,,,4,,LL,
11-2003-21 OP,108,,29.35,,,4,,LL,
11-2003-22 OP,36,,12.41,,,4,,LL,
11-2004-21 OP,47,,18.53,,,5,,HYJ,
11-2005-21 OP,78,,21.75,,,5,,LL,
11-2005-22 OP,289,,55.72,,,5,,HYJ,
11-2006-22 OP,55,,18.37,,,5,,LL,
11-2008-21 OP,390,,77.63,,,5,,HYJ,
11-2008-22 OP,108,,27.39,,,5,,HYJ,
11-2008-22 OP,7,,2.8,,,5,,HYJ,
11-2008-23 OP,283,,77.77,,,5,,HYJ,
11-2009-21 OP,84,,25.21,,,5,,LL,
11-2009-22 OP,196,,61.47,,,5,,HYJ,
11-2010-21 OP,110,,34.96,,,4,,HYJ,
11-2010-22 OP,221,,65.49,,,5,,HYJ,
11-2010-23 OP,185,,51.86,,,5,,HYJ,
11-2012-22 OP,40,,12.53,,,5,,HYJ,
11-2015-21 OP,136,mold,39.71,,,5,,HYJ,
11-2015-22 OP,183,,52.52,,,5,,HYJ,
11-2016-23 OP,97,,38.35,,,4,,HYJ,
11-2017-21 OP,126,,38.35,,,4,,HYJ,
11-2017-22 OP,73,,25.92,,,5,,HYJ,
11-2017-23 OP,267,,60.74,,,4,,HYJ,
11-2018-22 OP,114,,28.55,,,5,,HYJ,
11-2019-22 OP,108,,37.3,,,6,,,
11-2020-21 OP,308,,72.46,,,6,,LL,
11-2020-22 OP,14,,4.19,,,5,,HYJ,
11-2020-23 OP,331,,64.47,,,5,,HYJ,
11-2021-21 OP,302,,80.24,,,4,,HYJ,
11-2021-22 OP,412,,88.12,,,4,,LL,
11-2021-23 OP,149,,39.77,,,4,,LL,
11-2022-21 OP,149,,33.03,,,4,,HYJ,
11-2022-22 OP,124,,29.79,,,5,,HYJ,
11-2022-23 OP,77,,17.71,,,5,,LL,
11-2023-21 OP,231,,43.67,,,5,,LL,
11-2023-22 OP,53,,18.18,,,4,,HYJ,
11-2023-23 OP,164,,47.05,,,4,,HYJ,
11-2024-21 OP,210,,53.6,,,6,,,
11-2024-22 OP,370,,75.19,,,4,,HYJ,
11-2024-23 OP,472,,89.69,,,6,,,
11-2025-21 OP,285,,52.55,,,4,,HYJ,
11-2025-22 OP,278,,55.04,,,4,,HYJ,
11-2026-22 OP,14,,4.86,,,4,,LL,
11-2026-23 OP,10,,3.79,,,4,,HYJ,
11-2027-22 OP,293,,78.04,,,4,,HYJ,
11-2027-23 OP,146,,37.22,,,4,,LL,
11-2028-21 OP,272,,69.92,,,4,,HYJ,
11-2028-22 OP,142,,33.83,,,5,,HYJ,
11-2029-21 OP,179,,70.56,,,4,,HYJ,
11-2029-22 OP,123,,51.53,,,4,,HYJ,
11-2029-23 OP,191,,69.81,,,4,,HYJ,
11-2032-22 OP,158,,50.49,,,4,,LL,
11-2033-22 OP,279,,49.43,,,4,,LL,
11-2033-23 OP,301,,68.65,,,4,,LL,
11-2034-22 OP,255,,13.46,,,5,,HYJ,
11-2035-21 OP,64,,21,,,5,,LL,
11-2035-22 OP,92,,30,,,5,,LL,
11-2036-21 OP,90,,24.92,,,4,,HYJ,
11-2036-23 OP,307,,61.04,,,5,,HYJ,
11-2037-21 OP,136,,40.86,,,5,,HYJ,
11-2037-22 OP,228,,57.59,,,5,,HYJ,
11-2038-21 OP,364,,50.61,,,5,,HYJ,
11-2038-22 OP,241,,53.31,,,5,,HYJ,
11-2038-23 OP,275,,64.58,,,5,,HYJ,
11-2039-21 OP,217,,71.43,,,5,,LL,
11-2039-22 OP,151,,47.23,,,5,,LL,
11-2039-23 OP,142,,47.4,,,6,,,
11-2040-21 OP,129,,44.76,,,6,,LL,
11-2040-22 OP,38,,12.08,,,4,,HYJ,
11-2040-23 OP,284,,89.57,,,4,,LL,
11-2041-21 OP,125,,25.87,,,4,,LL,
11-2041-22 OP,289,,43.8,,,4,,LL,
